,ENG-SPA_id,Phonemes_ENG,Phonemes_SPA,Total_phonemes_ENG,Total_phonemes_SPA
21,s2_1_seg22,"[('b', 0.0, 0.04), ('f', 0.17, 0.23), ('f', 0.62, 0.71), ('m', 2.76, 2.82)]","[('p', 1.956, 2.026), ('p', 2.136, 2.216), ('f', 2.436, 2.486), ('m', 2.806, 2.856)]",4,4
22,s2_1_seg23,"[('m', 0.39, 0.45)]","[('B', 2.046, 2.086)]",1,1
23,s2_1_seg24,"[('w', 0.15, 0.18), ('w', 0.62, 0.68), ('w', 0.81, 0.93), ('m', 1.3, 1.48), ('w', 1.48, 1.53), ('f', 2.16, 2.19)]","[('m', 0.216, 0.276), ('B', 0.446, 0.496), ('w', 1.156, 1.236), ('w', 1.976, 2.056)]",6,4
24,s2_1_seg25,"[('p', 0.6, 0.64), ('v', 1.04, 1.09), ('w', 1.4, 1.52), ('m', 1.98, 2.59), ('b', 3.52, 3.55), ('v', 5.23, 5.32), ('w', 6.28, 6.31), ('p', 6.67, 6.7), ('m', 6.83, 6.88), ('v', 6.94, 7.0), ('p', 7.16, 7.19)]","[('B', 0.456, 0.486), ('w', 0.636, 0.746), ('m', 1.396, 1.436), ('p', 3.306, 3.346), ('m', 5.116, 5.196), ('B', 5.196, 5.236)]",11,6
25,s2_1_seg26,"[('w', 0.94, 1.1), ('m', 2.24, 2.3)]","[('F', 0.276, 0.316), ('f', 0.316, 0.366), ('m', 0.446, 0.516), ('m', 0.916, 0.976)]",2,4
26,s2_1_seg27,"[('p', 1.36, 1.39), ('v', 1.59, 1.64), ('p', 2.03, 2.1), ('v', 2.48, 2.53), ('v', 2.73, 2.79), ('v', 3.37, 3.44), ('m', 3.7, 3.79)]","[('p', 0.286, 0.406), ('p', 1.266, 1.296), ('B', 1.446, 1.486), ('w', 1.916, 1.966), ('p', 2.256, 2.326), ('B', 2.926, 2.976), ('B', 3.386, 3.436), ('B', 3.726, 3.786)]",7,8
27,s2_1_seg28,"[('w', 0.0, 0.04), ('v', 0.57, 0.71), ('m', 0.93, 0.98), ('v', 1.89, 1.93), ('m', 1.99, 2.07), ('w', 2.37, 2.46)]","[('B', 0.556, 0.616), ('f', 1.406, 1.446), ('m', 1.836, 1.906), ('m', 2.136, 2.206)]",6,4
28,s2_1_seg29,"[('b', 0.19, 0.22), ('w', 0.32, 0.4), ('m', 0.53, 0.59), ('m', 1.63, 2.01), ('m', 2.08, 2.14)]","[('m', 0.506, 0.546), ('B', 0.936, 0.976), ('m', 1.976, 2.066)]",5,3
29,s2_1_seg30,"[('m', 0.24, 0.3), ('m', 0.55, 0.59), ('m', 1.21, 1.28), ('b', 1.55, 1.58)]","[('p', 0.016, 0.056), ('m', 0.286, 0.446), ('p', 1.126, 1.206), ('B', 1.366, 1.426), ('w', 2.346, 2.386), ('f', 2.666, 2.696), ('w', 2.696, 2.766)]",4,7
30,s2_1_seg31,"[('f', 0.07, 0.1), ('v', 0.35, 0.38), ('m', 0.48, 0.51), ('f', 1.22, 1.25), ('b', 1.91, 1.94), ('b', 3.14, 3.26), ('w', 3.53, 3.56), ('p', 3.74, 3.77), ('p', 3.83, 3.86), ('f', 3.9, 3.95), ('w', 5.35, 5.39), ('v', 6.13, 6.24), ('m', 6.44, 6.48), ('v', 6.61, 6.66)]","[('m', 0.386, 0.466), ('m', 2.136, 2.906), ('p', 2.906, 2.956), ('p', 3.146, 3.186), ('m', 3.696, 3.736), ('f', 3.736, 3.836), ('m', 4.156, 4.196), ('b', 4.196, 4.236), ('B', 5.636, 5.676), ('F', 6.286, 6.316), ('f', 6.316, 6.366), ('m', 6.436, 6.506)]",14,12
31,s2_1_seg32,"[('v', 1.01, 1.04), ('w', 1.28, 1.36), ('v', 1.45, 1.56), ('p', 2.11, 2.14), ('p', 2.94, 3.0), ('w', 3.25, 3.38)]","[('p', 1.226, 1.256), ('w', 2.056, 2.146), ('B', 3.396, 3.426)]",6,3
32,s2_1_seg33,"[('f', 0.12, 0.16), ('w', 1.12, 1.21), ('f', 1.37, 1.4), ('m=', 1.4, 1.52)]","[('m', 0.396, 0.446), ('B', 1.496, 1.526)]",4,2
33,s2_1_seg34,"[('f', 0.38, 0.41), ('m', 0.58, 1.12)]","[('p', 0.436, 0.476), ('B', 0.546, 0.596)]",2,2
34,s2_1_seg35,"[('p', 0.31, 0.42)]","[('m', 0.916, 0.946), ('b', 0.946, 0.976)]",1,2
35,s2_1_seg36,"[('w', 0.08, 0.14), ('w', 0.265, 0.35), ('f', 0.68, 0.755), ('b', 1.25, 1.29), ('f', 1.51, 1.62), ('f', 2.29, 2.38)]","[('m', 0.016, 0.046), ('p', 0.116, 0.156), ('B', 0.486, 0.516), ('p', 0.686, 0.756), ('f', 1.026, 1.096), ('m', 1.216, 1.296), ('m', 1.396, 1.436), ('w', 1.706, 1.776), ('f', 2.066, 2.176)]",6,9
36,s2_1_seg37,"[('w', 0.3, 0.41), ('v', 0.67, 0.86), ('b', 0.86, 0.9), ('p', 2.64, 2.67), ('w', 2.96, 3.0)]","[('p', 0.126, 0.196), ('m', 0.766, 0.796), ('m', 2.736, 2.806), ('b', 2.806, 2.836), ('m', 3.256, 3.286)]",5,5
37,s2_1_seg38,"[('w', 0.91, 0.97), ('f', 1.25, 1.31), ('m', 1.52, 1.55)]","[('p', 0.796, 0.826), ('m', 1.076, 1.116)]",3,2
38,s2_1_seg39,"[('m', 0.92, 0.95), ('b', 1.15, 1.22)]",[],2,0
39,s2_1_seg40,"[('v', 1.09, 1.12), ('b', 1.12, 1.15), ('v', 1.65, 1.68), ('m', 1.68, 1.74)]","[('F', 2.026, 2.056), ('f', 2.056, 2.116)]",4,2
40,s2_1_seg41,"[('m', 0.17, 0.25), ('p', 0.25, 0.34), ('b', 0.63, 0.66), ('m', 1.13, 1.16)]","[('m', 0.226, 0.306), ('p', 0.626, 0.656), ('m', 0.946, 0.986)]",4,3
41,s2_1_seg42,"[('w', 0.43, 0.46), ('v', 0.6, 0.63), ('b', 0.76, 0.79), ('m', 1.24, 1.34)]","[('B', 0.466, 0.536), ('w', 0.676, 0.806)]",4,2
42,s2_1_seg43,"[('b', 0.36, 0.39), ('f', 0.57, 0.6), ('w', 0.77, 0.8), ('b', 1.09, 1.12), ('f', 1.68, 1.74), ('b', 2.53, 2.61)]","[('m', 0.026, 0.096), ('B', 0.736, 0.776), ('w', 0.986, 1.136), ('B', 1.536, 1.566), ('p', 1.756, 1.806), ('f', 2.076, 2.156), ('B', 2.876, 2.926)]",6,7
43,s2_1_seg44,"[('v', 0.05, 0.09), ('b', 0.09, 0.12), ('b', 0.7, 0.73), ('f', 0.79, 0.82), ('w', 3.0, 3.05)]","[('w', 0.276, 0.346), ('m', 0.656, 0.716), ('B', 2.696, 2.756), ('B', 2.806, 2.876)]",5,4
44,s2_1_seg45,"[('w', 0.0, 0.08), ('w', 0.19, 0.22), ('w', 2.36, 2.4), ('v', 2.72, 2.75), ('b', 2.93, 2.98), ('v', 3.25, 3.29)]","[('m', 2.366, 2.416)]",6,1
45,s2_1_seg46,"[('f', 0.09, 0.16), ('f', 0.42, 0.52), ('b', 0.88, 1.01), ('p', 1.91, 1.96), ('p', 2.15, 2.18), ('b', 3.56, 3.66), ('w', 3.82, 3.86), ('p', 4.09, 4.13)]","[('B', 0.766, 0.816), ('p', 1.126, 1.196), ('p', 2.036, 2.096), ('p', 2.506, 2.566), ('p', 2.706, 2.736), ('p', 3.976, 4.006), ('B', 4.746, 4.776)]",8,7
46,s2_1_seg47,[],"[('m', 0.486, 0.536)]",0,1
47,s2_1_seg48,"[('b', 1.11, 1.14), ('m', 3.56, 4.04)]","[('p', 3.006, 3.046), ('p', 3.536, 3.566)]",2,2
48,s2_1_seg49,"[('f', 0.79, 0.83), ('v', 2.31, 2.69), ('w', 3.72, 3.77), ('m', 4.8, 4.88), ('b', 4.95, 5.02)]","[('B', 0.781, 0.826), ('B', 1.726, 1.786), ('m', 2.806, 3.776), ('m', 4.316, 4.386), ('m', 4.746, 4.796), ('b', 4.796, 4.836), ('m', 5.256, 5.296)]",5,7
49,s2_1_seg50,[],"[('m', 0.356, 0.406)]",0,1
50,s2_1_seg51,[],"[('b', 0.0, 0.026), ('m', 0.166, 0.196)]",0,2
51,s2_1_seg52,"[('f', 0.36, 0.44), ('f', 2.2, 2.27), ('w', 2.56, 2.62), ('v', 2.88, 2.91)]","[('f', 0.656, 0.706), ('m', 1.546, 1.596), ('m', 3.236, 3.296)]",4,3
52,s2_1_seg53,"[('v', 0.22, 0.25), ('w', 0.25, 0.28), ('f', 0.48, 0.58), ('m', 0.93, 1.02), ('b', 1.44, 1.48)]","[('m', 1.046, 1.086), ('m', 1.346, 1.396), ('B', 1.456, 1.486), ('m', 1.706, 1.756)]",5,4
53,s2_1_seg54,"[('f', 0.53, 0.66)]","[('B', 0.626, 0.676), ('B', 1.076, 1.106)]",1,2
54,s2_1_seg55,"[('f', 0.58, 0.61), ('f', 0.72, 0.75), ('m', 0.82, 0.85)]","[('w', 0.456, 0.526)]",3,1
55,s2_1_seg56,"[('f', 0.71, 0.8)]","[('b', 0.016, 0.096), ('w', 0.096, 0.166), ('p', 0.706, 0.776)]",1,3
56,s2_1_seg57,"[('m', 0.29, 0.37), ('b', 0.48, 0.51), ('b', 1.14, 1.17), ('m', 1.3, 2.02), ('f', 2.23, 2.29), ('b', 2.95, 3.01), ('f', 3.48, 3.51)]","[('B', 0.426, 0.456), ('m', 1.496, 1.526), ('f', 2.106, 2.186), ('p', 3.036, 3.076), ('B', 4.006, 4.036)]",7,5
57,s2_1_seg58,"[('f', 0.39, 0.445)]",[],1,0
58,s2_1_seg59,"[('m', 0.23, 0.27), ('m', 0.33, 0.36), ('b', 0.36, 0.39), ('w', 0.43, 0.46), ('w', 0.54, 0.59), ('b', 0.97, 1.01)]","[('w', 0.296, 0.386), ('m', 0.886, 0.946), ('B', 1.166, 1.196)]",6,3
59,s2_1_seg60,"[('m', 0.48, 0.74), ('b', 0.99, 1.04), ('w', 1.99, 2.05), ('p', 2.41, 2.46)]","[('B', 1.146, 1.176), ('p', 2.066, 2.116), ('p', 2.346, 2.446)]",4,3
60,s2_1_seg61,"[('m', 0.83, 0.92), ('v', 1.25, 1.38)]","[('m', 1.176, 1.206), ('b', 1.206, 1.236)]",2,2
61,s2_1_seg62,"[('m', 0.37, 0.45), ('m', 0.84, 0.91), ('p', 0.91, 0.94), ('w', 2.26, 2.31), ('f', 2.39, 2.46), ('w', 3.3, 3.43), ('f', 3.55, 3.63), ('w', 4.1, 4.17), ('p', 4.5, 4.54)]","[('m', 0.486, 0.516), ('m', 0.896, 0.926), ('p', 0.926, 1.046), ('B', 1.786, 1.856), ('B', 1.966, 2.046), ('m', 3.296, 3.346), ('m', 3.716, 3.766), ('m', 4.216, 4.246), ('w', 4.466, 4.496), ('p', 4.736, 4.766)]",9,10
62,s2_1_seg63,"[('f', 0.02, 0.12), ('m', 0.2, 0.23), ('v', 2.22, 2.32), ('b', 2.39, 2.44)]","[('w', 0.246, 0.276), ('p', 2.016, 2.046)]",4,2
63,s2_1_seg64,"[('w', 1.83, 1.86)]","[('b', 0.006, 0.066), ('m', 0.196, 0.236), ('B', 1.096, 1.156)]",1,3
64,s2_1_seg65,"[('f', 4.57, 4.63)]","[('B', 0.856, 0.906), ('m', 1.256, 1.296), ('B', 3.396, 3.446), ('m', 4.156, 4.216), ('m', 4.806, 4.876)]",1,5
65,s2_1_seg66,"[('m', 0.47, 0.55), ('b', 1.32, 1.35), ('m', 1.68, 1.75)]","[('b', 0.0, 0.026), ('m', 0.166, 0.226), ('p', 0.376, 0.416), ('p', 0.526, 0.556), ('B', 1.296, 1.336)]",3,5
66,s2_1_seg67,"[('b', 0.25, 0.28), ('b', 1.6, 1.63)]","[('m', 0.616, 0.666)]",2,1
67,s2_1_seg68,"[('w', 2.32, 2.37), ('m', 2.43, 2.51), ('w', 2.69, 2.76), ('b', 3.15, 3.18), ('v', 4.03, 4.08), ('m', 4.21, 4.24)]","[('b', 2.256, 2.326), ('p', 2.676, 2.716), ('m', 2.956, 2.996), ('m', 3.176, 3.206), ('p', 3.206, 3.236), ('p', 3.526, 3.566), ('m', 3.866, 3.916)]",6,7
68,s2_1_seg69,"[('v', 0.29, 0.38), ('m', 2.6, 4.74), ('m', 7.29, 7.39), ('b', 7.96, 7.99), ('v', 8.96, 9.2)]","[('m', 0.096, 0.136), ('m', 0.206, 0.256), ('p', 0.256, 0.296), ('m', 8.636, 8.716), ('f', 8.841, 8.886), ('p', 9.126, 9.206)]",5,6
69,s2_1_seg70,"[('f', 0.04, 0.07), ('m', 0.51, 0.7)]","[('B', 0.116, 0.176), ('m', 0.436, 0.506), ('p', 0.576, 0.636), ('p', 0.736, 0.806)]",2,4
70,s2_1_seg71,"[('m', 0.16, 0.19), ('w', 0.51, 0.55), ('p', 0.92, 0.97), ('b', 3.9, 3.93), ('b', 4.08, 4.11)]","[('m', 0.296, 0.326), ('p', 0.956, 1.016), ('m', 1.486, 1.556), ('p', 1.556, 1.586), ('p', 3.896, 3.926)]",5,5
71,s2_1_seg72,"[('m', 0.1, 0.14)]","[('p', 0.306, 0.386), ('w', 0.386, 0.446)]",1,2
72,s2_1_seg73,"[('m', 0.51, 0.54)]","[('p', 0.396, 0.436), ('p', 0.626, 0.706)]",1,2
73,s2_1_seg74,[],[],0,0
74,s2_1_seg75,"[('b', 0.17, 0.2), ('f', 0.66, 0.74), ('v', 1.09, 1.12)]","[('p', 0.716, 0.746), ('m', 0.806, 0.836)]",3,2
75,s2_1_seg76,"[('m', 0.18, 0.24), ('f', 0.71, 0.74), ('v', 0.84, 0.98), ('v', 1.24, 1.27), ('p', 1.27, 1.3)]","[('m', 0.136, 0.186), ('B', 0.466, 0.506), ('p', 0.856, 0.886), ('p', 1.156, 1.186)]",5,4
76,s2_1_seg77,"[('p', 0.64, 0.71), ('m', 1.12, 1.15), ('v', 1.77, 1.8)]","[('p', 0.136, 0.176), ('p', 0.536, 0.566)]",3,2
77,s2_1_seg78,"[('m', 0.04, 0.07), ('w', 0.36, 0.41), ('m', 0.51, 0.54), ('m', 1.05, 1.1)]","[('p', 0.296, 0.326), ('B', 0.876, 0.906)]",4,2
78,s2_1_seg79,"[('m', 0.15, 0.18), ('w', 0.66, 0.71), ('p', 1.83, 1.89)]","[('m', 0.756, 0.826)]",3,1
79,s2_1_seg80,"[('w', 1.56, 1.59), ('p', 1.74, 1.77), ('p', 2.32, 2.35)]","[('m', 0.0, 0.086), ('p', 1.446, 1.486), ('p', 2.036, 2.086), ('p', 2.726, 2.766), ('w', 2.766, 2.856)]",3,5
80,s2_1_seg81,"[('b', 0.6, 0.63), ('w', 1.095, 1.14), ('p', 1.42, 1.45), ('w', 1.57, 1.6), ('m', 2.13, 2.16), ('b', 2.16, 2.19)]","[('p', 0.656, 0.726), ('p', 1.426, 1.456), ('w', 1.766, 1.816), ('m', 2.816, 2.886)]",6,4
81,s2_1_seg82,"[('m', 0.45, 0.48), ('v', 0.76, 0.79), ('b', 0.86, 0.89), ('v', 1.27, 1.3), ('f', 1.68, 1.71)]","[('m', 0.906, 0.946), ('B', 2.016, 2.046)]",5,2
82,s2_1_seg83,"[('b', 0.0, 0.03), ('v', 0.2, 0.23), ('p', 0.59, 0.64)]","[('B', 0.436, 0.466), ('m', 1.456, 1.486)]",3,2
83,s2_1_seg84,"[('m', 0.94, 1.04)]",[],1,0
84,s2_1_seg85,"[('p', 0.0, 0.03), ('p', 1.07, 1.14)]","[('B', 0.206, 0.236), ('m', 0.486, 0.516)]",2,2
85,s2_1_seg86,"[('m', 0.46, 0.58), ('m', 0.62, 0.65)]","[('p', 0.096, 0.126)]",2,1
86,s2_1_seg87,[],"[('p', 0.946, 1.006)]",0,1
87,s2_1_seg88,[],"[('p', 0.666, 0.706)]",0,1
88,s2_1_seg89,[],"[('m', 0.106, 0.136), ('B', 0.546, 0.576)]",0,2
89,s2_1_seg90,[],"[('m', 0.116, 0.166), ('B', 0.366, 0.406), ('m', 0.806, 0.846), ('p', 0.986, 1.026)]",0,4
90,s2_1_seg91,"[('v', 0.2, 0.23), ('v', 0.23, 0.27), ('m', 2.21, 2.24), ('w', 2.74, 2.77), ('f', 3.0, 3.03)]","[('B', 0.126, 0.166), ('m', 0.516, 0.576), ('m', 1.806, 1.856), ('m', 1.916, 1.956), ('B', 2.096, 2.126), ('B', 2.476, 2.536), ('B', 2.736, 2.766)]",5,7
91,s2_1_seg92,"[('m', 0.06, 0.13), ('p', 0.32, 0.38), ('p', 0.46, 0.53), ('b', 1.78, 1.82)]","[('m', 0.126, 0.186), ('f', 1.261, 1.316), ('B', 2.096, 2.166), ('m', 2.286, 2.316)]",4,4
92,s2_1_seg93,"[('v', 0.46, 0.53)]","[('m', 1.346, 1.376), ('b', 1.376, 1.406)]",1,2
93,s2_1_seg94,"[('w', 4.68, 4.77), ('m', 5.3, 5.33), ('p', 5.33, 5.36)]","[('B', 0.466, 0.506), ('m', 0.566, 0.606), ('p', 0.886, 0.926), ('m', 1.896, 1.946), ('m', 3.346, 3.376), ('b', 3.376, 3.426), ('m', 4.446, 4.476), ('B', 5.796, 5.846)]",3,8
94,s2_1_seg95,"[('v', 0.06, 0.09), ('w', 0.09, 0.15), ('b', 0.31, 0.34), ('p', 0.67, 0.7), ('m', 0.7, 0.73), ('f', 1.21, 1.28)]","[('p', 1.526, 1.556), ('m', 1.796, 1.846), ('p', 1.846, 1.876), ('p', 2.436, 2.516)]",6,4
95,s2_1_seg96,"[('f', 0.0, 0.04), ('b', 0.13, 0.19)]","[('w', 0.176, 0.226), ('B', 0.406, 0.476), ('B', 0.746, 0.796), ('m', 1.006, 1.036), ('b', 1.036, 1.086)]",2,5
96,s2_1_seg97,"[('w', 0.0, 0.03), ('w', 0.14, 0.17), ('w', 0.2, 0.23), ('m', 1.73, 1.87), ('w', 2.32, 2.38), ('b', 2.63, 2.66), ('f', 2.88, 2.97), ('w', 3.15, 3.22), ('p', 3.41, 3.54)]","[('p', 0.016, 0.056), ('w', 0.056, 0.136), ('p', 0.266, 0.306), ('B', 0.616, 0.656), ('m', 0.776, 0.806), ('p', 2.286, 2.336), ('p', 3.296, 3.336), ('B', 3.776, 3.806)]",9,8
97,s2_1_seg98,"[('f', 5.96, 5.99), ('f', 6.395, 6.54)]",[],2,0
98,s2_1_seg99,"[('v', 0.59, 0.79), ('w', 1.5, 1.6)]","[('p', 0.0, 0.026), ('f', 0.146, 0.226), ('B', 1.246, 1.276)]",2,3
99,s2_1_seg100,"[('w', 0.0, 0.04)]","[('B', 0.226, 0.276)]",1,1
100,s2_1_seg101,[],"[('p', 0.566, 0.816)]",0,1
101,s2_1_seg102,"[('m', 1.95, 2.03)]","[('f', 0.536, 0.566), ('m', 2.486, 2.556)]",1,2
102,s2_1_seg103,"[('b', 0.23, 0.28), ('b', 0.53, 0.56), ('p', 0.89, 0.96), ('p', 1.12, 1.17), ('b', 2.03, 2.14), ('f', 2.52, 2.57)]","[('m', 0.716, 0.786), ('w', 2.526, 2.556)]",6,2
103,s2_1_seg104,"[('w', 0.65, 0.75)]","[('m', 0.306, 0.466), ('w', 0.726, 0.756)]",1,2
104,s2_1_seg105,"[('b', 0.59, 0.65)]","[('f', 0.446, 0.566)]",1,1
105,s2_1_seg106,"[('w', 0.12, 0.15), ('w', 1.72, 1.75)]","[('B', 1.176, 1.206), ('B', 1.756, 1.796)]",2,2
106,s2_1_seg107,"[('m', 0.04, 0.07), ('p', 0.07, 0.1), ('f', 2.07, 2.2), ('m', 2.36, 2.46)]","[('p', 0.0, 0.086), ('w', 0.086, 0.146), ('m', 2.466, 2.526)]",4,3
107,s2_1_seg108,"[('w', 0.16, 0.19)]","[('B', 1.096, 1.126), ('m', 1.206, 1.246)]",1,2
108,s2_1_seg109,"[('w', 0.29, 0.34), ('m', 0.62, 0.71), ('w', 1.95, 2.04), ('p', 2.7, 2.75), ('f', 2.94, 3.02), ('v', 3.17, 3.23), ('m', 3.23, 3.31)]","[('m', 0.126, 0.226), ('m', 0.636, 0.706), ('w', 1.976, 2.026), ('m', 3.566, 3.636)]",7,4
109,s2_1_seg110,"[('m', 0.91, 1.02), ('m', 1.12, 1.18), ('m', 1.27, 1.37)]","[('m', 1.456, 1.536), ('p', 1.816, 1.856)]",3,2
110,s2_1_seg111,"[('m', 0.06, 0.17), ('w', 0.17, 0.26)]","[('w', 0.326, 0.386)]",2,1
111,s2_1_seg112,[],"[('w', 0.326, 0.386)]",0,1
112,s2_1_seg113,[],"[('w', 0.306, 0.336), ('B', 0.376, 0.426)]",0,2
113,s2_1_seg114,[],[],0,0
114,s2_1_seg115,"[('w', 0.1, 0.17)]",[],1,0
115,s2_1_seg116,"[('m', 0.0, 0.03), ('w', 0.32, 0.38)]","[('f', 0.496, 0.606)]",2,1
116,s2_1_seg117,"[('m', 0.0, 0.06), ('w', 0.89, 0.93), ('v', 1.04, 1.07), ('m', 1.23, 2.98), ('w', 3.21, 3.3), ('v', 3.46, 3.49)]","[('p', 0.026, 0.066), ('w', 0.066, 0.156)]",6,2
117,s2_1_seg118,"[('m', 0.41, 0.44), ('w', 1.61, 1.64)]","[('b', 0.036, 0.126)]",2,1
118,s2_1_seg119,"[('m', 0.07, 0.1), ('b', 0.17, 0.22), ('f', 0.62, 0.71), ('b', 1.94, 2.0)]","[('b', 0.036, 0.106), ('p', 0.566, 0.606), ('m', 2.036, 2.086), ('B', 2.246, 2.286)]",4,4
119,s2_1_seg120,"[('b', 0.0, 0.03), ('v', 0.24, 0.27), ('w', 0.34, 0.38), ('w', 0.58, 0.65), ('w', 0.9, 0.94)]","[('p', 0.0, 0.036)]",5,1
120,s2_1_seg121,"[('b', 0.07, 0.1), ('w', 0.57, 0.6), ('w', 1.82, 1.85)]","[('B', 0.276, 0.336), ('m', 0.596, 0.646), ('p', 0.646, 0.686), ('m', 1.896, 1.936), ('m', 2.096, 2.136)]",3,5
