,ENG-SPA_id,Phonemes_ENG,Phonemes_SPA,Total_phonemes_ENG,Total_phonemes_SPA
37,s3_11_seg38,"[('w', 0.03, 0.06), ('f', 0.35, 0.49), ('p', 1.01, 1.1), ('p', 2.16, 2.38)]","[('m', 0.376, 0.406), ('F', 0.536, 0.596), ('f', 0.596, 0.626), ('p', 1.566, 1.596), ('p', 2.686, 2.716)]",4,5
38,s3_11_seg39,"[('m', 0.1, 0.13), ('m', 0.38, 0.42), ('v', 0.65, 0.68), ('p', 2.11, 2.14)]","[('w', 0.056, 0.086), ('B', 0.206, 0.236), ('B', 1.636, 1.686), ('w', 1.686, 1.796), ('p', 1.976, 2.016)]",4,5
39,s3_11_seg40,[],"[('m', 0.356, 0.386)]",0,1
40,s3_11_seg41,"[('m', 1.69, 1.76)]","[('p', 1.026, 1.056)]",1,1
41,s3_11_seg42,"[('m', 0.16, 0.27), ('m', 0.51, 0.58), ('m', 2.04, 2.54)]","[('m', 0.236, 0.266), ('m', 1.416, 1.476)]",3,2
42,s3_11_seg43,[],[],0,0
43,s3_11_seg44,"[('b', 0.32, 0.35), ('m', 0.66, 0.69)]","[('B', 1.486, 1.516)]",2,1
44,s3_11_seg45,"[('w', 1.1, 1.13), ('f', 1.35, 1.38), ('w', 1.67, 1.72), ('p', 1.9, 1.97), ('w', 2.31, 2.39)]","[('m', 0.016, 0.056), ('B', 0.996, 1.036), ('B', 1.256, 1.286), ('w', 1.426, 1.526), ('p', 1.896, 1.946)]",5,5
45,s3_11_seg46,"[('v', 0.78, 0.82)]",[],1,0
46,s3_11_seg47,"[('b', 0.19, 0.22), ('w', 0.34, 0.37), ('m', 0.87, 0.9)]","[('m', 1.756, 1.786), ('b', 1.786, 1.816)]",3,2
47,s3_11_seg48,"[('p', 0.88, 0.91), ('w', 1.22, 1.25), ('m', 1.43, 1.5), ('b', 1.5, 1.53), ('w', 1.73, 1.85), ('p', 2.27, 2.3)]","[('F', 0.146, 0.196), ('f', 0.346, 0.376), ('B', 0.816, 0.876), ('w', 0.876, 0.956), ('p', 1.266, 1.316), ('B', 1.666, 1.706), ('B', 1.816, 1.856), ('w', 2.136, 2.196), ('p', 2.416, 2.496), ('p', 3.056, 3.086)]",6,10
48,s3_11_seg49,"[('p', 0.34, 0.37), ('v', 0.61, 0.64), ('f', 0.85, 0.88)]","[('p', 0.436, 0.466)]",3,1
49,s3_11_seg50,"[('m', 0.47, 0.52), ('m', 0.52, 0.6), ('p', 0.83, 0.86), ('m', 1.05, 1.12)]","[('m', 0.086, 0.116), ('p', 0.176, 0.206), ('m', 0.356, 0.386), ('m', 0.881, 0.956), ('p', 1.086, 1.136), ('m', 1.296, 1.356)]",4,6
50,s3_11_seg51,"[('w', 0.84, 0.96), ('m', 1.08, 1.14), ('b', 1.43, 1.46), ('m', 1.8, 1.85), ('f', 3.93, 4.03), ('m', 8.15, 8.22), ('b', 8.22, 8.26), ('p', 8.62, 8.67), ('b', 9.0, 9.07), ('f', 9.49, 9.56), ('m', 10.14, 10.2), ('b', 10.2, 10.23), ('p', 10.45, 10.49), ('b', 10.66, 10.69), ('p', 10.76, 10.82), ('p', 11.87, 11.93), ('f', 11.93, 11.97), ('m', 12.21, 12.91), ('b', 12.91, 12.99), ('m', 13.38, 13.42)]","[('m', 0.176, 0.206), ('p', 0.816, 0.876), ('B', 1.016, 1.056), ('p', 1.176, 1.206), ('B', 8.896, 8.946), ('p', 9.006, 9.056), ('p', 11.336, 11.386), ('m', 12.626, 12.656)]",20,8
51,s3_11_seg52,"[('m', 1.39, 1.47), ('f', 1.6, 2.25), ('v', 3.0, 3.09), ('m', 3.09, 3.17)]","[('b', 1.176, 1.266), ('p', 2.546, 2.606)]",4,2
52,s3_11_seg53,"[('m', 1.09, 1.15), ('p', 1.15, 1.21), ('m', 3.27, 3.46), ('p', 3.83, 3.88), ('b', 4.04, 4.08), ('v', 5.82, 5.95), ('f', 6.18, 6.28), ('m', 8.47, 9.14)]","[('p', 1.866, 1.916)]",8,1
53,s3_11_seg54,"[('m', 0.0, 0.03), ('m', 0.07, 0.1)]","[('B', 0.426, 0.456)]",2,1
54,s3_11_seg55,"[('w', 0.52, 0.58)]","[('m', 0.236, 0.266)]",1,1
55,s3_11_seg56,"[('m', 0.0, 0.06), ('b', 0.19, 0.29), ('w', 0.48, 0.52)]","[('B', 0.176, 0.206), ('m', 0.526, 0.566), ('B', 0.746, 0.776)]",3,3
56,s3_11_seg57,"[('v', 0.29, 0.45), ('b', 0.83, 0.86), ('b', 0.99, 1.08), ('v', 1.44, 1.66)]","[('m', 0.376, 0.436), ('B', 0.686, 0.716)]",4,2
57,s3_11_seg58,"[('m', 0.09, 0.16), ('p', 1.37, 1.4), ('w', 3.75, 3.81), ('b', 6.6, 6.63), ('b', 7.98, 8.01), ('m', 8.05, 8.09)]","[('p', 0.976, 1.006), ('p', 4.216, 5.626), ('m', 7.836, 7.866)]",6,3
58,s3_11_seg59,[],"[('B', 0.266, 0.306)]",0,1
59,s3_11_seg60,"[('w', 2.06, 2.12), ('p', 2.9, 2.93)]",[],2,0
60,s3_11_seg61,"[('m', 0.73, 0.92)]","[('p', 0.546, 0.606), ('f', 2.756, 2.796), ('B', 2.826, 2.856)]",1,3
61,s3_11_seg62,[],"[('p', 0.606, 0.636), ('B', 1.036, 1.066)]",0,2
62,s3_11_seg63,"[('m', 2.31, 2.78), ('f', 3.13, 3.16), ('w', 6.86, 6.93), ('f', 7.05, 7.08)]","[('f', 0.436, 0.466), ('p', 6.356, 6.436), ('B', 6.816, 6.856)]",4,3
63,s3_11_seg64,"[('p', 0.0, 0.03), ('b', 0.21, 0.24), ('w', 1.36, 1.41), ('w', 2.47, 2.5), ('b', 2.81, 2.84), ('p', 3.0, 3.04)]","[('B', 0.556, 0.586), ('m', 1.216, 1.246), ('B', 4.546, 4.576), ('m', 4.806, 4.856)]",6,4
64,s3_11_seg65,[],[],0,0
65,s3_11_seg66,"[('b', 1.91, 1.95)]","[('p', 1.296, 1.346), ('m', 2.366, 2.426), ('p', 2.426, 2.466), ('m', 2.566, 2.596), ('B', 8.906, 9.046), ('B', 10.596, 10.626)]",1,6
66,s3_11_seg67,"[('m', 1.46, 1.55), ('f', 1.55, 1.69), ('w', 4.58, 4.61), ('w', 5.23, 5.28), ('w', 7.37, 7.41), ('f', 8.56, 8.64)]","[('B', 2.896, 2.926), ('p', 7.936, 8.006), ('w', 8.176, 8.246)]",6,3
67,s3_11_seg68,"[('v', 0.5, 0.54), ('v', 0.8, 0.83), ('m', 1.4, 1.48), ('f', 1.92, 1.95), ('w', 2.42, 2.49), ('p', 3.13, 3.16), ('v', 4.38, 4.41), ('p', 5.13, 5.16), ('m', 5.16, 5.29)]","[('B', 0.206, 0.236), ('B', 0.336, 0.366), ('f', 0.586, 0.676), ('m', 0.776, 0.836), ('p', 0.976, 1.026), ('f', 1.786, 1.836), ('w', 1.836, 1.896), ('p', 2.356, 2.426), ('f', 3.526, 3.556)]",9,9
68,s3_11_seg69,"[('m', 0.04, 0.08), ('m', 0.25, 0.28), ('w', 0.28, 0.31), ('w', 1.62, 1.65)]",[],4,0
69,s3_11_seg70,[],"[('f', 0.636, 0.686), ('w', 0.686, 0.766)]",0,2
70,s3_11_seg71,"[('p', 0.0, 0.04), ('p', 0.55, 0.62), ('b', 1.02, 1.05), ('w', 1.09, 1.12), ('p', 2.85, 2.88)]","[('p', 0.156, 0.226), ('p', 1.146, 1.176), ('B', 1.926, 1.976), ('w', 1.976, 2.066), ('p', 2.206, 2.256), ('B', 4.596, 4.636)]",5,6
71,s3_11_seg72,"[('b', 0.36, 0.4), ('f', 1.66, 1.69), ('v', 1.85, 1.88)]","[('p', 0.486, 0.516)]",3,1
72,s3_11_seg73,"[('m', 0.385, 0.43), ('p', 0.64, 0.71), ('b', 0.95, 0.98)]","[('m', 0.126, 0.156), ('p', 0.286, 0.316), ('B', 0.526, 0.556)]",3,3
73,s3_11_seg74,"[('m', 0.0, 0.07), ('m', 0.52, 0.59), ('m', 0.92, 1.2)]","[('m', 0.0, 0.026), ('m', 0.516, 0.606)]",3,2
74,s3_11_seg75,"[('m', 0.55, 0.59), ('v', 1.08, 1.11), ('m', 1.11, 1.14), ('b', 1.3, 1.34), ('m', 1.51, 1.59), ('m', 1.59, 1.62), ('w', 1.93, 1.97), ('p', 2.26, 2.37), ('b', 2.57, 2.6), ('m', 2.76, 2.81)]","[('m', 0.576, 0.636), ('B', 0.716, 0.766), ('p', 1.576, 1.606), ('p', 2.036, 2.146)]",10,4
75,s3_11_seg76,"[('v', 0.21, 0.24), ('w', 0.32, 0.38), ('p', 2.16, 2.19)]","[('m', 0.716, 0.746), ('m', 1.126, 1.156)]",3,2
76,s3_11_seg77,"[('m', 0.53, 0.56), ('b', 0.66, 0.7), ('f', 1.54, 1.62)]","[('m', 0.666, 0.726), ('m', 1.136, 1.166), ('m', 1.656, 1.686), ('B', 1.776, 1.846)]",3,4
77,s3_11_seg78,"[('f', 0.1, 0.13), ('w', 0.26, 0.31), ('b', 2.51, 2.56), ('f', 2.73, 2.76), ('w', 3.48, 3.54), ('w', 4.2, 4.26), ('v', 5.86, 5.89), ('w', 6.09, 6.2), ('m', 6.52, 6.57), ('b', 6.64, 6.67), ('f', 6.76, 6.8), ('v', 7.08, 7.11)]","[('f', 0.076, 0.106), ('w', 0.106, 0.136), ('p', 1.936, 2.016), ('f', 2.996, 3.046), ('w', 3.046, 3.126), ('B', 3.926, 3.996), ('p', 4.926, 4.966), ('B', 5.356, 5.416), ('m', 5.576, 5.666), ('B', 5.986, 6.036)]",12,10
78,s3_11_seg79,"[('w', 0.85, 0.96), ('p', 1.15, 1.18), ('w', 1.32, 1.37)]","[('m', 0.0, 0.026), ('p', 0.286, 0.316), ('w', 0.606, 0.646)]",3,3
79,s3_11_seg80,"[('w', 0.93, 1.06)]","[('m', 0.266, 0.296)]",1,1
80,s3_11_seg81,"[('w', 0.74, 0.84), ('v', 2.18, 2.23), ('b', 2.34, 2.4), ('b', 2.47, 2.5), ('f', 3.02, 3.08), ('m', 3.29, 3.33), ('m', 4.04, 5.14), ('w', 5.14, 5.19), ('p', 5.36, 5.39), ('w', 6.01, 6.04), ('f', 6.77, 6.86), ('m', 7.53, 7.58), ('b', 8.12, 8.18), ('m', 8.9, 8.97), ('m', 9.12, 9.23)]","[('m', 0.706, 0.746), ('p', 2.066, 2.166), ('p', 4.506, 5.276), ('m', 5.806, 5.866), ('B', 6.916, 6.946), ('m', 7.666, 7.726), ('B', 8.096, 8.136)]",15,7
81,s3_11_seg82,"[('b', 0.43, 0.46), ('p', 0.58, 0.62), ('v', 1.45, 1.48), ('v', 1.84, 1.87)]","[('b', 1.136, 1.186)]",4,1
82,s3_11_seg83,"[('b', 2.16, 2.19), ('f', 2.42, 2.52)]",[],2,0
83,s3_11_seg84,"[('m', 2.1, 2.15), ('m', 2.23, 2.28), ('b', 2.38, 2.42)]","[('B', 0.326, 0.356), ('p', 0.896, 0.976), ('p', 1.366, 1.406), ('m', 1.756, 1.816), ('m', 1.886, 1.916)]",3,5
84,s3_11_seg85,"[('b', 0.0, 0.03), ('v', 1.14, 1.23)]","[('m', 0.056, 0.086)]",2,1
85,s3_11_seg86,"[('w', 0.4, 0.45), ('m', 0.91, 1.01), ('v', 1.74, 1.79)]",[],3,0
86,s3_11_seg87,"[('w', 0.0, 0.17), ('m', 0.36, 0.39)]","[('p', 0.336, 0.366)]",2,1
87,s3_11_seg88,"[('b', 1.41, 1.44)]","[('m', 0.336, 0.366), ('w', 0.366, 0.396), ('B', 0.426, 0.456)]",1,3
88,s3_11_seg89,"[('w', 0.0, 0.07), ('w', 0.7, 0.78), ('w', 1.47, 1.5), ('w', 1.53, 1.56), ('m', 1.75, 1.78), ('f', 1.78, 1.87), ('f', 2.06, 2.15), ('p', 2.33, 2.37)]","[('B', 0.126, 0.156), ('m', 0.186, 0.216), ('p', 0.696, 0.736), ('B', 1.036, 1.096), ('m', 1.286, 1.346), ('p', 1.586, 1.616), ('m', 1.726, 1.766), ('B', 1.916, 1.956)]",8,8
89,s3_11_seg90,"[('f', 0.18, 0.25), ('b', 2.46, 2.49), ('b', 2.93, 2.96)]","[('m', 0.996, 1.056), ('p', 1.056, 1.106), ('p', 1.726, 1.766), ('p', 1.796, 1.826), ('m', 3.026, 3.126), ('b', 3.126, 3.156), ('w', 3.156, 3.246), ('m', 3.276, 3.306)]",3,8
90,s3_11_seg91,"[('b', 0.46, 0.52), ('m', 2.17, 2.23), ('m', 2.89, 2.95), ('m', 3.22, 3.25)]","[('B', 0.206, 0.256), ('w', 0.256, 0.306)]",4,2
91,s3_11_seg92,"[('m', 0.77, 1.47), ('f', 2.03, 2.13), ('m', 2.3, 2.34), ('b', 2.57, 2.64), ('f', 3.49, 3.6), ('b', 4.23, 4.28), ('v', 4.49, 4.56)]","[('m', 0.466, 0.516), ('f', 1.526, 1.576), ('m', 1.626, 1.676), ('p', 2.646, 2.686), ('m', 3.006, 3.086), ('B', 3.966, 4.026)]",7,6
92,s3_11_seg93,"[('m', 0.81, 0.86), ('v', 0.89, 0.98), ('m', 1.24, 1.27), ('v', 1.74, 1.83)]","[('B', 0.456, 0.486), ('F', 1.406, 1.456)]",4,2
93,s3_11_seg94,"[('m', 0.17, 0.21), ('p', 0.4, 0.45)]","[('m', 0.236, 0.306), ('p', 0.486, 0.516)]",2,2
94,s3_11_seg95,"[('v', 4.41, 4.44), ('v', 6.39, 6.46), ('m', 6.75, 6.83), ('f', 7.22, 7.3)]","[('p', 0.576, 0.626), ('B', 1.016, 1.196), ('m', 2.836, 2.986), ('B', 4.086, 4.136), ('p', 4.886, 4.926), ('B', 5.286, 5.346), ('B', 5.646, 5.696), ('m', 6.116, 6.236)]",4,8
95,s3_11_seg96,"[('f', 0.73, 0.91)]","[('p', 0.436, 0.476)]",1,1
96,s3_11_seg97,"[('w', 0.37, 0.4), ('b', 1.53, 1.57), ('b', 1.8, 1.84)]","[('m', 0.676, 0.706), ('p', 0.906, 0.946)]",3,2
97,s3_11_seg98,[],[],0,0
98,s3_11_seg99,"[('w', 0.27, 0.31)]",[],1,0
99,s3_11_seg100,"[('w', 0.53, 0.56), ('v', 1.36, 1.405), ('m', 1.87, 1.9), ('b', 1.93, 1.96)]","[('B', 0.586, 0.626), ('B', 0.686, 0.716), ('m', 0.746, 0.786), ('m', 0.936, 0.966), ('m', 1.476, 1.506)]",4,5
100,s3_11_seg101,"[('w', 0.66, 0.73)]",[],1,0
101,s3_11_seg102,"[('f', 1.07, 1.1), ('m', 1.16, 1.22), ('v', 1.78, 1.84), ('f', 2.54, 2.57), ('m', 2.71, 2.82), ('f', 3.54, 3.58), ('m', 3.62, 3.68), ('w', 4.98, 5.15), ('m', 5.3, 5.33), ('w', 5.83, 5.9)]","[('m', 0.476, 0.526), ('m', 1.186, 1.226), ('m', 1.486, 1.556), ('b', 1.556, 1.586), ('B', 2.366, 2.406), ('m', 5.206, 5.276), ('B', 5.766, 5.826), ('m', 5.996, 6.056), ('B', 6.186, 6.246)]",10,9
102,s3_11_seg103,"[('m', 1.45, 1.56), ('b', 1.92, 1.95), ('w', 2.15, 2.19), ('b', 2.89, 2.96), ('m', 3.47, 3.55), ('b', 3.55, 3.59), ('b', 3.68, 3.71), ('m', 3.89, 3.97)]","[('m', 0.916, 1.036)]",8,1
103,s3_11_seg104,"[('p', 0.27, 0.34), ('m', 1.77, 1.82)]","[('p', 1.126, 1.156)]",2,1
104,s3_11_seg105,"[('m', 0.19, 0.26), ('v', 0.32, 0.36), ('f', 0.54, 0.61), ('v', 0.82, 0.88), ('m', 0.99, 1.04), ('f', 1.04, 1.12), ('w', 1.21, 1.27), ('b', 1.9, 1.97), ('v', 4.47, 4.52), ('p', 4.65, 4.69), ('p', 4.77, 4.85), ('b', 4.94, 5.01), ('p', 6.49, 6.55), ('p', 6.62, 6.73)]","[('p', 0.206, 0.236), ('p', 0.576, 0.606), ('p', 1.306, 1.336), ('p', 4.296, 4.326)]",14,4
105,s3_11_seg106,[],"[('p', 0.626, 0.656), ('p', 0.726, 0.756)]",0,2
106,s3_11_seg107,"[('b', 0.0, 0.03), ('p', 0.81, 0.84)]","[('p', 1.256, 1.286), ('F', 1.986, 2.016), ('p', 2.106, 2.136)]",2,3
107,s3_11_seg108,"[('w', 0.28, 0.31), ('w', 0.61, 0.68), ('v', 0.87, 0.93), ('w', 1.35, 1.38), ('b', 1.44, 1.47), ('w', 2.88, 2.95), ('m', 3.15, 5.22), ('f', 5.91, 6.09), ('b', 6.38, 6.41), ('m', 6.97, 7.04)]","[('m', 2.286, 2.356), ('m', 2.856, 2.896), ('m', 4.586, 4.616), ('f', 5.236, 5.316), ('B', 5.696, 5.746), ('m', 6.546, 6.606)]",10,6
108,s3_11_seg109,"[('m', 0.0, 0.83)]","[('m', 0.0, 0.026)]",1,1
109,s3_11_seg110,"[('w', 0.2, 0.24), ('v', 0.41, 0.44), ('b', 0.61, 0.66), ('p', 1.84, 1.94)]","[('m', 0.256, 0.286), ('B', 0.546, 0.576), ('m', 1.036, 1.156), ('m', 1.856, 1.886), ('p', 1.886, 1.946)]",4,5
110,s3_11_seg111,"[('w', 0.26, 0.29), ('b', 0.39, 0.42)]","[('p', 0.286, 0.316)]",2,1
111,s3_11_seg112,"[('p', 1.14, 1.17), ('w', 4.18, 4.22), ('p', 4.37, 4.43)]","[('m', 0.226, 0.256), ('p', 3.036, 3.116), ('m', 4.386, 4.416), ('p', 4.416, 4.486)]",3,4
112,s3_11_seg113,"[('m', 0.86, 0.89), ('b', 0.89, 0.92), ('p', 1.62, 1.69), ('m', 1.98, 2.11)]","[('m', 0.396, 0.426), ('m', 0.616, 0.646), ('b', 0.646, 0.676), ('B', 1.586, 1.636), ('m', 1.776, 1.826)]",4,5
113,s3_11_seg114,"[('p', 0.41, 0.48), ('w', 7.42, 7.45), ('b', 9.13, 9.17), ('w', 9.53, 9.65)]","[('p', 0.366, 0.406), ('f', 1.786, 1.886), ('p', 3.716, 3.796), ('b', 4.376, 4.896), ('B', 6.496, 6.536), ('B', 8.806, 8.846)]",4,6
114,s3_11_seg115,"[('m', 0.47, 0.54)]","[('p', 0.816, 0.846)]",1,1
115,s3_11_seg116,"[('v', 0.03, 0.06), ('w', 0.45, 0.51), ('b', 0.78, 0.81)]","[('m', 0.0, 0.146), ('F', 1.096, 1.256), ('m', 2.006, 2.086), ('p', 2.176, 2.206)]",3,4
116,s3_11_seg117,"[('m', 0.28, 0.31), ('m', 0.95, 1.01), ('b', 1.19, 1.24)]","[('p', 0.006, 0.036), ('w', 0.036, 0.066), ('B', 0.426, 0.466)]",3,3
117,s3_11_seg118,"[('m', 1.08, 1.11), ('w', 1.14, 1.17)]","[('B', 0.236, 0.266), ('F', 0.406, 0.436), ('f', 0.436, 0.466), ('B', 1.036, 1.066)]",2,4
118,s3_11_seg119,"[('w', 0.0, 0.03), ('b', 0.81, 0.88), ('f', 1.12, 1.16), ('v', 1.83, 1.86), ('f', 2.01, 2.04), ('v', 2.33, 2.36), ('p', 2.36, 2.39), ('p', 4.29, 4.32)]","[('B', 0.686, 0.716), ('B', 0.746, 0.776), ('w', 1.136, 1.196), ('p', 1.506, 1.536), ('p', 3.336, 3.406)]",8,5
119,s3_11_seg120,"[('b', 0.16, 0.19), ('v', 0.5, 0.55)]","[('m', 0.126, 0.156), ('p', 0.156, 0.186), ('B', 0.276, 0.306), ('m', 0.666, 0.756), ('b', 0.756, 0.796)]",2,5
120,s3_11_seg121,[],[],0,0
121,s3_11_seg122,"[('b', 0.71, 0.74), ('w', 1.03, 1.06), ('b', 1.19, 1.29), ('m', 2.01, 2.1)]","[('m', 1.716, 1.766), ('b', 1.766, 1.796), ('m', 3.026, 3.126), ('p', 3.126, 3.156), ('p', 3.456, 3.496), ('m', 4.046, 4.076), ('m', 4.211, 4.256), ('f', 4.936, 4.966), ('w', 5.046, 5.126)]",4,9
122,s3_11_seg123,"[('w', 0.0, 0.04), ('w', 0.69, 0.72)]","[('B', 2.396, 2.436), ('p', 3.226, 3.256), ('p', 7.946, 8.006), ('p', 8.556, 8.616)]",2,4
