,ENG-SPA_id,Phonemes_ENG,Phonemes_SPA,Total_phonemes_ENG,Total_phonemes_SPA
19,s3_9_seg20,"[('p', 0.03, 0.12), ('b', 0.44, 0.49), ('f', 0.93, 0.96), ('m', 1.11, 1.18)]","[('m', 0.156, 0.276), ('p', 0.276, 0.306), ('B', 0.526, 0.566)]",4,3
20,s3_9_seg21,"[('b', 0.61, 0.65), ('p', 0.86, 0.89)]","[('p', 0.716, 0.836)]",2,1
21,s3_9_seg22,"[('v', 0.1, 0.13), ('b', 0.13, 0.16), ('f', 0.99, 1.08), ('f', 1.17, 1.2), ('m', 1.32, 1.36), ('m', 1.42, 1.49), ('f', 1.49, 1.52), ('v', 1.67, 1.75)]","[('m', 0.026, 0.136), ('p', 0.206, 0.246), ('m', 0.636, 0.716), ('m', 1.676, 1.726)]",8,4
22,s3_9_seg23,"[('p', 0.44, 0.47)]","[('p', 0.0, 0.046), ('w', 0.046, 0.086), ('B', 0.216, 0.266), ('p', 0.456, 0.486), ('w', 0.486, 0.546)]",1,5
23,s3_9_seg24,"[('p', 1.21, 1.24), ('p', 1.44, 1.47), ('m', 1.93, 1.96)]","[('m', 0.776, 0.826), ('B', 1.106, 1.166), ('m', 1.276, 1.366), ('B', 2.026, 2.076)]",3,4
24,s3_9_seg25,"[('m', 0.23, 0.27), ('b', 0.65, 0.68), ('m', 0.89, 0.93), ('p', 1.08, 1.11), ('w', 1.71, 1.77)]","[('p', 0.836, 0.886), ('m', 1.006, 1.066), ('B', 1.126, 1.196)]",5,3
25,s3_9_seg26,"[('v', 0.85, 0.88), ('b', 0.88, 0.91), ('m', 1.23, 1.31), ('b', 1.48, 1.53), ('m', 1.68, 1.81)]","[('m', 1.996, 2.166)]",5,1
26,s3_9_seg27,"[('w', 0.0, 0.09), ('m', 0.25, 0.37), ('p', 0.68, 0.73), ('b', 1.17, 1.22), ('w', 1.34, 1.37), ('f', 3.64, 3.68), ('p', 8.7, 8.78), ('b', 9.08, 9.11)]","[('w', 0.026, 0.116), ('p', 0.736, 0.806), ('f', 3.641, 3.706), ('p', 4.546, 4.576), ('w', 5.116, 5.146), ('m', 6.626, 6.656), ('p', 6.956, 7.026), ('p', 8.466, 8.546), ('B', 8.746, 8.836)]",8,9
27,s3_9_seg28,"[('w', 0.31, 0.46), ('b', 0.89, 0.98), ('v', 1.91, 1.99), ('m', 2.22, 2.32), ('p', 2.72, 2.78), ('m', 2.92, 3.0)]","[('B', 1.876, 1.946)]",6,1
28,s3_9_seg29,"[('w', 0.205, 0.25), ('f', 0.64, 0.72), ('b', 1.29, 1.32), ('m', 2.54, 2.57), ('b', 3.26, 3.31)]","[('m', 0.246, 0.306), ('p', 0.396, 0.436), ('p', 0.636, 0.716), ('m', 0.896, 0.936), ('b', 0.936, 0.986), ('m', 1.226, 1.346), ('B', 2.096, 2.126), ('F', 2.476, 2.556), ('m', 2.616, 2.646), ('b', 2.646, 2.676)]",5,10
29,s3_9_seg30,"[('b', 0.61, 0.65), ('v', 0.98, 1.14), ('p', 1.14, 1.17), ('v', 1.57, 1.65), ('v', 1.85, 1.92), ('f', 2.21, 2.25), ('w', 2.48, 2.54), ('p', 3.03, 3.17)]","[('f', 0.346, 0.426), ('p', 1.316, 1.416), ('B', 1.876, 1.916), ('B', 1.976, 2.026), ('B', 2.106, 2.166), ('p', 3.506, 3.556)]",8,6
30,s3_9_seg31,"[('w', 0.15, 0.18), ('m', 0.94, 1.03), ('f', 1.42, 1.47)]","[('m', 0.326, 0.376), ('b', 0.376, 0.466), ('B', 0.886, 0.936), ('p', 1.026, 1.066)]",3,4
31,s3_9_seg32,"[('m', 0.13, 0.16), ('v', 0.72, 0.76), ('m', 0.94, 1.02)]","[('b', 0.016, 0.076)]",3,1
32,s3_9_seg33,"[('m', 0.32, 0.38), ('f', 1.51, 1.62), ('b', 2.24, 2.3), ('v', 4.79, 4.87), ('b', 5.41, 5.48), ('b', 6.31, 6.4), ('p', 6.89, 6.94)]","[('b', 0.0, 0.136), ('m', 0.416, 0.496), ('p', 0.496, 0.526), ('p', 0.806, 0.856), ('m', 1.166, 1.256), ('m', 1.406, 1.476), ('p', 1.676, 1.746), ('B', 2.246, 2.356), ('m', 4.016, 4.126), ('b', 4.126, 4.166), ('m', 5.136, 5.216), ('p', 6.226, 6.286)]",7,12
33,s3_9_seg34,"[('b', 0.97, 1.0), ('w', 1.68, 1.79), ('w', 2.09, 2.12)]","[('p', 0.0, 0.036), ('w', 0.036, 0.096), ('p', 1.226, 1.306), ('m', 2.336, 2.416)]",3,4
34,s3_9_seg35,[],"[('m', 0.146, 0.216)]",0,1
35,s3_9_seg36,"[('b', 0.03, 0.07), ('m', 1.43, 1.48), ('p', 1.48, 1.55), ('p', 2.07, 2.18), ('v', 2.33, 2.41)]","[('p', 0.006, 0.036), ('w', 0.036, 0.116), ('m', 1.096, 1.176), ('p', 1.176, 1.236), ('p', 1.886, 1.916), ('m', 2.726, 2.856)]",5,6
36,s3_9_seg37,"[('v', 0.16, 0.19), ('p', 0.82, 1.09)]","[('p', 0.826, 0.866), ('p', 1.506, 1.536), ('p', 1.826, 1.876)]",2,3
37,s3_9_seg38,"[('m', 0.1, 0.18), ('p', 0.18, 0.22)]","[('m', 0.076, 0.176), ('p', 0.176, 0.216)]",2,2
38,s3_9_seg39,"[('w', 0.0, 0.08), ('m', 0.11, 0.16), ('m', 0.74, 0.81), ('p', 0.98, 1.01), ('b', 1.04, 1.07), ('v', 1.29, 1.33)]","[('p', 0.0, 0.026), ('p', 0.906, 0.936)]",6,2
39,s3_9_seg40,"[('b', 0.0, 0.05), ('w', 0.79, 0.9), ('v', 1.36, 1.5), ('p', 1.5, 1.59), ('f', 1.75, 1.86), ('m', 1.93, 1.96), ('f', 2.18, 2.34)]","[('p', 0.0, 0.046), ('B', 1.066, 1.116), ('p', 1.416, 1.476)]",7,3
40,s3_9_seg41,[],[],0,0
41,s3_9_seg42,"[('w', 0.0, 0.03), ('v', 0.16, 0.21), ('v', 0.53, 0.56)]",[],3,0
42,s3_9_seg43,"[('b', 0.94, 0.99), ('m', 1.37, 1.41), ('w', 1.51, 1.56), ('m', 1.68, 1.72)]","[('B', 1.196, 1.246), ('m', 1.646, 1.716)]",4,2
43,s3_9_seg44,"[('w', 0.03, 0.09)]",[],1,0
44,s3_9_seg45,"[('m', 0.04, 0.07), ('m', 0.4, 0.46), ('p', 0.46, 0.51), ('w', 0.66, 0.69), ('f', 1.05, 1.17), ('m', 1.34, 1.37), ('m', 2.23, 2.72)]","[('m', 0.0, 0.096), ('B', 0.166, 0.206), ('p', 0.696, 0.736), ('w', 0.736, 0.786), ('m', 1.346, 1.466)]",7,5
45,s3_9_seg46,"[('p', 0.0, 0.03), ('v', 0.41, 0.45), ('p', 0.57, 0.6)]","[('p', 0.0, 0.056), ('p', 0.666, 0.716)]",3,2
46,s3_9_seg47,"[('p', 0.16, 0.19), ('m', 0.38, 0.42), ('f', 0.72, 0.78)]","[('p', 0.296, 0.326), ('m', 0.756, 0.866)]",3,2
47,s3_9_seg48,"[('v', 0.83, 0.87), ('p', 1.0, 1.08), ('f', 1.49, 1.52)]","[('m', 0.196, 0.226), ('p', 1.136, 1.196), ('p', 1.726, 1.776), ('m', 2.376, 2.436)]",3,4
48,s3_9_seg49,"[('f', 0.46, 0.49)]",[],1,0
49,s3_9_seg50,"[('w', 0.16, 0.29)]",[],1,0
50,s3_9_seg51,[],[],0,0
51,s3_9_seg52,"[('f', 0.02, 0.05), ('m', 1.18, 1.21), ('f', 1.47, 1.5)]",[],3,0
52,s3_9_seg53,[],[],0,0
53,s3_9_seg54,"[('v', 0.39, 0.47), ('p', 1.1, 1.13)]","[('p', 0.376, 0.406)]",2,1
54,s3_9_seg55,"[('v', 0.24, 0.27), ('f', 0.55, 0.58), ('m', 1.1, 1.18)]","[('m', 0.176, 0.236)]",3,1
55,s3_9_seg56,"[('p', 0.95, 1.08), ('m', 1.73, 1.8)]","[('m', 0.0, 0.106), ('p', 0.996, 1.036)]",2,2
56,s3_9_seg57,"[('m', 2.06, 3.96), ('f', 4.17, 4.2), ('v', 4.61, 4.67), ('p', 4.67, 4.7), ('v', 4.92, 5.05)]","[('B', 0.426, 0.456), ('m', 0.876, 0.906), ('F', 2.996, 3.886), ('m', 4.086, 4.136), ('b', 4.136, 4.166), ('m', 4.536, 4.646), ('f', 4.936, 4.986)]",5,7
57,s3_9_seg58,"[('m', 0.11, 0.17)]","[('b', 0.016, 0.076), ('m', 0.276, 0.326)]",1,2
58,s3_9_seg59,"[('p', 0.63, 0.66)]","[('p', 0.846, 0.876)]",1,1
59,s3_9_seg60,"[('w', 0.0, 0.03), ('m', 2.0, 2.09), ('m', 2.43, 2.47)]","[('p', 0.086, 0.136), ('B', 1.836, 1.896), ('B', 2.071, 2.106), ('m', 2.226, 2.266)]",3,4
60,s3_9_seg61,"[('w', 1.69, 1.72), ('m', 2.95, 8.13), ('v', 8.27, 9.34)]","[('m', 8.516, 8.546)]",3,1
61,s3_9_seg62,[],"[('B', 0.146, 0.206), ('w', 0.516, 0.556)]",0,2
62,s3_9_seg63,"[('f', 0.07, 0.1)]","[('m', 0.676, 0.726), ('w', 0.856, 0.886)]",1,2
63,s3_9_seg64,"[('w', 0.0, 0.03), ('w', 0.06, 0.16)]","[('m', 0.576, 0.656)]",2,1
64,s3_9_seg65,"[('m', 1.46, 1.51), ('b', 1.51, 1.54), ('m', 2.22, 2.27), ('p', 2.27, 2.36), ('b', 2.53, 2.56), ('v', 2.86, 2.9), ('p', 2.9, 2.93), ('p', 3.03, 3.06), ('b', 3.18, 3.21), ('w', 3.58, 3.61), ('v', 4.07, 4.1)]","[('m', 1.556, 1.616), ('p', 1.616, 1.706), ('m', 2.546, 2.646), ('p', 2.646, 2.676), ('B', 2.886, 2.916), ('p', 3.246, 3.286), ('B', 4.546, 4.616)]",11,7
65,s3_9_seg66,"[('m', 0.31, 0.34), ('b', 0.47, 0.5), ('f', 0.73, 0.81)]","[('m', 0.266, 0.311), ('m', 0.666, 0.736), ('p', 1.016, 1.056), ('m', 1.186, 1.246)]",3,4
66,s3_9_seg67,"[('w', 0.43, 0.55), ('f', 1.12, 1.27)]","[('b', 0.0, 0.026), ('m', 0.736, 0.816), ('p', 0.816, 0.876), ('m', 1.126, 1.226), ('f', 1.566, 1.616)]",2,5
67,s3_9_seg68,"[('m', 0.27, 0.32), ('m', 0.39, 0.44), ('v', 0.66, 0.71), ('p', 0.82, 0.85), ('v', 1.2, 1.25), ('m', 1.51, 1.58), ('p', 2.05, 2.11), ('p', 3.83, 3.88)]","[('p', 0.0, 0.026), ('m', 0.446, 0.496), ('p', 1.176, 1.216), ('m', 1.946, 2.006), ('m', 2.816, 2.886), ('m', 3.496, 3.576), ('p', 3.826, 3.856)]",8,7
68,s3_9_seg69,"[('p', 0.16, 0.19), ('b', 0.25, 0.28), ('b', 0.37, 0.45)]",[],3,0
69,s3_9_seg70,"[('f', 1.08, 1.11), ('m', 1.34, 1.4), ('b', 1.4, 1.47), ('m', 1.69, 1.75), ('f', 1.88, 1.98), ('w', 2.305, 2.34)]","[('B', 0.656, 0.706), ('m', 1.296, 1.356), ('b', 1.356, 1.396), ('m', 1.626, 1.676)]",6,4
70,s3_9_seg71,"[('f', 0.93, 1.01), ('m', 1.13, 1.16), ('b', 3.03, 3.06), ('m', 3.36, 3.43), ('m', 3.99, 4.05), ('b', 4.55, 4.58), ('m', 4.93, 5.01), ('m', 5.27, 5.4)]","[('f', 0.836, 0.896), ('m', 0.966, 1.036), ('B', 1.346, 1.396), ('w', 1.396, 1.486), ('p', 1.786, 1.856), ('w', 3.066, 3.146), ('m', 4.106, 4.166), ('p', 4.676, 4.756), ('f', 5.026, 5.076)]",8,9
71,s3_9_seg72,"[('m', 0.18, 0.28)]",[],1,0
72,s3_9_seg73,"[('m', 0.23, 0.32), ('v', 0.61, 0.72), ('p', 1.78, 1.94), ('f', 2.31, 2.34), ('m', 2.38, 2.43), ('m', 2.81, 2.9), ('b', 2.98, 3.08), ('w', 3.19, 3.22), ('m', 3.9, 3.97), ('p', 4.17, 4.25), ('b', 4.48, 4.54), ('v', 4.94, 5.0), ('w', 5.18, 5.21)]","[('p', 0.306, 0.376), ('p', 1.426, 1.486), ('m', 1.576, 1.636), ('p', 2.106, 2.136), ('w', 2.776, 2.866), ('m', 3.376, 3.426), ('m', 3.886, 3.946), ('p', 4.086, 4.126), ('p', 4.686, 4.726)]",13,9
73,s3_9_seg74,"[('v', 0.89, 0.94)]","[('p', 0.0, 0.046), ('w', 0.046, 0.156), ('B', 1.361, 1.406)]",1,3
74,s3_9_seg75,"[('m', 0.69, 1.23), ('p', 1.23, 1.26), ('m', 1.65, 1.7), ('p', 1.7, 1.75), ('v', 1.92, 1.99), ('w', 2.69, 2.72), ('b', 2.78, 2.82), ('m', 3.01, 3.06), ('b', 3.52, 3.55)]","[('m', 0.586, 0.636), ('p', 0.636, 0.666), ('m', 1.336, 1.396), ('p', 1.396, 1.426), ('B', 1.926, 1.956), ('p', 3.126, 3.176), ('w', 3.176, 3.226), ('m', 3.406, 3.486), ('f', 4.296, 4.356), ('m', 4.436, 4.486)]",9,10
75,s3_9_seg76,"[('m', 0.0, 0.03), ('w', 0.29, 0.38)]","[('f', 0.436, 0.496)]",2,1
76,s3_9_seg77,"[('m', 0.0, 0.03), ('w', 0.3, 0.33), ('v', 0.54, 0.57), ('m', 0.95, 0.99)]","[('B', 0.126, 0.176), ('B', 0.246, 0.296), ('p', 0.556, 0.596), ('m', 0.986, 1.096)]",4,4
77,s3_9_seg78,"[('m', 2.04, 2.17), ('m', 3.97, 4.06), ('w', 4.06, 4.19)]","[('p', 3.966, 3.996)]",3,1
78,s3_9_seg79,[],[],0,0
79,s3_9_seg80,"[('m', 0.04, 0.075)]","[('m', 0.096, 0.126)]",1,1
80,s3_9_seg81,"[('m', 0.0, 0.04), ('f', 0.11, 0.24), ('m', 0.45, 0.52), ('m', 1.79, 1.89), ('w', 5.67, 5.75), ('f', 6.18, 6.35)]","[('m', 0.026, 0.116), ('m', 1.666, 1.716), ('p', 5.026, 5.076), ('f', 5.586, 5.636)]",6,4
81,s3_9_seg82,"[('w', 0.08, 0.11), ('v', 1.12, 1.21), ('b', 1.25, 1.48), ('m', 2.18, 2.37), ('m', 2.61, 2.65), ('f', 3.53, 3.56)]","[('B', 0.266, 0.306), ('p', 1.386, 1.416), ('m', 2.536, 2.606), ('m', 3.136, 3.186), ('p', 3.266, 3.336)]",6,5
82,s3_9_seg83,[],[],0,0
83,s3_9_seg84,"[('m', 2.39, 2.46)]","[('m', 0.536, 0.566), ('p', 0.966, 0.996), ('m', 1.436, 1.466)]",1,3
84,s3_9_seg85,"[('m', 0.07, 0.1), ('b', 0.95, 0.98), ('m', 1.43, 1.47)]","[('B', 0.176, 0.226)]",3,1
85,s3_9_seg86,"[('v', 0.35, 0.38), ('m', 0.59, 0.69), ('m', 0.82, 0.88), ('v', 1.79, 1.82), ('v', 1.82, 1.85)]","[('m', 0.116, 0.156), ('m', 0.536, 0.586), ('m', 1.256, 1.296), ('b', 1.776, 1.816)]",5,4
86,s3_9_seg87,"[('w', 0.4, 0.43), ('v', 0.56, 0.59), ('v', 0.76, 0.81)]","[('m', 0.356, 0.386)]",3,1
87,s3_9_seg88,"[('w', 0.665, 0.74), ('p', 0.89, 0.92), ('p', 0.96, 0.99)]","[('B', 0.886, 0.916)]",3,1
88,s3_9_seg89,"[('w', 0.11, 0.14), ('w', 1.26, 1.31)]","[('B', 0.146, 0.186), ('m', 1.606, 1.646)]",2,2
89,s3_9_seg90,[],"[('p', 0.016, 0.056), ('p', 0.486, 0.526), ('w', 0.526, 0.596), ('B', 0.626, 0.656), ('f', 0.736, 0.786), ('m', 1.066, 1.106)]",0,6
90,s3_9_seg91,[],"[('m', 0.156, 0.206)]",0,1
91,s3_9_seg92,"[('m', 0.39, 0.66), ('p', 1.79, 1.88)]","[('m', 0.286, 0.356), ('p', 1.156, 1.196)]",2,2
92,s3_9_seg93,"[('p', 0.0, 0.08), ('w', 2.57, 2.6), ('w', 3.03, 3.06)]","[('p', 0.0, 0.036), ('p', 1.016, 1.076)]",3,2
93,s3_9_seg94,[],[],0,0
94,s3_9_seg95,"[('m', 0.0, 0.03), ('p', 0.12, 0.19)]","[('p', 0.316, 0.346)]",2,1
95,s3_9_seg96,"[('w', 0.0, 0.03), ('w', 0.35, 0.38)]","[('B', 0.156, 0.206)]",2,1
96,s3_9_seg97,"[('p', 0.38, 0.41)]",[],1,0
97,s3_9_seg98,"[('m', 0.04, 0.31)]","[('b', 0.176, 0.206), ('F', 0.686, 0.716), ('f', 0.716, 0.766), ('m', 0.846, 0.876)]",1,4
98,s3_9_seg99,"[('p', 0.36, 0.41)]","[('p', 0.486, 0.566), ('B', 0.696, 0.776), ('m', 1.136, 1.216), ('p', 1.216, 1.316)]",1,4
99,s3_9_seg100,"[('m', 0.0, 0.03), ('p', 0.19, 0.26), ('m', 0.4, 0.43), ('p', 0.6, 0.68), ('m', 0.75, 0.79), ('p', 1.89, 1.92), ('w', 2.03, 2.07), ('f', 2.21, 2.39)]","[('m', 0.0, 0.126), ('p', 0.266, 0.306), ('m', 0.416, 0.466), ('p', 0.846, 0.886), ('m', 0.966, 1.016), ('m', 2.206, 2.246)]",8,6
100,s3_9_seg101,[],[],0,0
101,s3_9_seg102,"[('m', 0.0, 0.18), ('p', 0.36, 0.4), ('w', 0.83, 0.88), ('b', 0.99, 1.05), ('f', 1.14, 1.28)]","[('p', 0.666, 0.706), ('p', 1.316, 1.386), ('B', 1.716, 1.746)]",5,3
102,s3_9_seg103,"[('w', 0.14, 0.17), ('v', 0.58, 0.61), ('m', 0.61, 0.72), ('v', 1.1, 1.13)]","[('p', 0.0, 0.036), ('m', 0.226, 0.266), ('m', 0.716, 0.746), ('f', 1.026, 1.076), ('w', 1.076, 1.146)]",4,5
103,s3_9_seg104,"[('f', 1.79, 1.895), ('p', 2.55, 2.62), ('w', 3.11, 3.2), ('f', 3.67, 3.72), ('b', 4.06, 4.14), ('p', 4.66, 4.71), ('v', 4.85, 4.88), ('f', 5.39, 5.54)]","[('b', 0.036, 0.146), ('m', 3.206, 3.336), ('p', 3.336, 3.376), ('p', 3.466, 3.546), ('w', 3.546, 3.586), ('B', 4.121, 4.166), ('w', 4.166, 4.226), ('B', 4.316, 4.386), ('w', 5.056, 5.096), ('B', 5.126, 5.186)]",8,10
104,s3_9_seg105,"[('m', 0.29, 0.34), ('w', 0.43, 0.46), ('m', 0.54, 0.57), ('p', 0.63, 0.68)]","[('m', 0.246, 0.276)]",4,1
105,s3_9_seg106,"[('w', 0.27, 0.33), ('p', 0.47, 0.52), ('m', 0.69, 0.74)]","[('m', 0.486, 0.566), ('p', 0.566, 0.626), ('m', 0.746, 0.776)]",3,3
106,s3_9_seg107,"[('f', 0.13, 0.16), ('w', 0.7, 0.75), ('f', 0.97, 1.06)]","[('m', 0.806, 0.866)]",3,1
107,s3_9_seg108,"[('b', 0.47, 0.5), ('w', 0.61, 0.71)]","[('p', 0.726, 0.776)]",2,1
108,s3_9_seg109,"[('w', 0.0, 0.03), ('w', 0.63, 0.66), ('p', 0.91, 0.97)]","[('w', 0.056, 0.096), ('p', 0.386, 0.416), ('m', 0.596, 0.626)]",3,3
109,s3_9_seg110,"[('p', 0.26, 0.29)]","[('p', 0.136, 0.166)]",1,1
110,s3_9_seg111,"[('v', 0.48, 0.51), ('m', 1.02, 1.07)]",[],2,0
111,s3_9_seg112,"[('m', 0.07, 0.12), ('m', 1.07, 1.28), ('p', 1.28, 1.37)]","[('p', 0.336, 0.366), ('m', 0.886, 0.916), ('p', 1.236, 1.286)]",3,3
112,s3_9_seg113,"[('v', 0.34, 0.39)]","[('F', 0.216, 0.286), ('p', 0.286, 0.366), ('w', 0.366, 0.456)]",1,3
113,s3_9_seg114,"[('f', 0.12, 0.16), ('m', 0.69, 1.145), ('f', 1.78, 1.81), ('p', 2.21, 2.35), ('p', 2.42, 2.45), ('v', 3.16, 3.23)]","[('m', 0.086, 0.236), ('f', 0.446, 0.506), ('w', 0.506, 0.566), ('p', 1.436, 1.466)]",6,4
114,s3_9_seg115,"[('p', 0.29, 0.32), ('m', 0.69, 0.76), ('f', 1.06, 1.09), ('p', 1.47, 1.52)]","[('p', 0.496, 0.566), ('m', 0.916, 1.016), ('p', 1.116, 1.206), ('w', 1.206, 1.286), ('p', 1.436, 1.496)]",4,5
115,s3_9_seg116,"[('p', 0.3, 0.39), ('b', 0.54, 0.57), ('m', 0.67, 0.72)]","[('p', 0.446, 0.516), ('B', 0.596, 0.626), ('m', 0.716, 0.776)]",3,3
116,s3_9_seg117,"[('w', 0.0, 0.03), ('b', 0.46, 0.49)]","[('B', 0.626, 0.666)]",2,1
117,s3_9_seg118,"[('b', 0.6, 0.64), ('w', 1.74, 1.82), ('m', 2.36, 2.39)]","[('m', 1.756, 1.786), ('B', 1.826, 1.936), ('m', 2.126, 2.186)]",3,3
118,s3_9_seg119,"[('f', 0.17, 0.2), ('f', 0.89, 1.05), ('m', 1.22, 1.25), ('m', 2.54, 3.01), ('w', 3.26, 3.37)]","[('f', 0.196, 0.256), ('m', 0.726, 0.866), ('w', 1.056, 1.126), ('m', 1.986, 2.096), ('p', 2.386, 2.446), ('B', 3.566, 3.636), ('p', 4.766, 4.816)]",5,7
119,s3_9_seg120,"[('w', 0.06, 0.09), ('b', 0.62, 0.65), ('w', 0.71, 0.76), ('w', 0.85, 0.88)]","[('B', 0.506, 0.546), ('p', 0.806, 0.866), ('B', 1.076, 1.106)]",4,3
120,s3_9_seg121,"[('b', 0.16, 0.19), ('w', 0.33, 0.36), ('b', 0.76, 0.81), ('m', 0.95, 1.06), ('m', 1.96, 3.97), ('m', 5.5, 5.53), ('f', 5.96, 5.99), ('m', 7.57, 7.6), ('f', 9.5, 9.54), ('b', 10.33, 11.01), ('v', 11.38, 11.49), ('p', 12.32, 12.4), ('v', 12.9, 12.93), ('b', 15.27, 15.83), ('m', 16.05, 16.12), ('w', 16.38, 16.57), ('m', 16.61, 16.7)]","[('p', 0.026, 0.056), ('m', 0.786, 0.866), ('b', 0.866, 0.896), ('F', 1.516, 1.566), ('p', 5.796, 5.856), ('B', 6.086, 6.146), ('p', 6.246, 6.336), ('f', 6.866, 6.896), ('p', 9.216, 9.276), ('p', 11.556, 11.596), ('p', 12.346, 12.416), ('p', 15.126, 15.156), ('m', 16.746, 16.866), ('b', 16.866, 16.926)]",17,14
121,s3_9_seg122,"[('w', 0.2, 0.29)]","[('m', 2.166, 2.196)]",1,1
122,s3_9_seg123,"[('m', 2.03, 2.41)]","[('B', 1.006, 1.216)]",1,1
123,s3_9_seg124,"[('p', 0.01, 0.08)]","[('p', 0.0, 0.026), ('f', 0.156, 0.186), ('B', 0.286, 0.316)]",1,3
124,s3_9_seg125,"[('p', 2.65, 2.68), ('f', 4.28, 4.45)]","[('B', 0.816, 0.846), ('p', 2.386, 2.416), ('p', 4.356, 4.386)]",2,3
125,s3_9_seg126,"[('v', 0.28, 0.31), ('v', 0.41, 0.45), ('m', 0.61, 0.68), ('v', 1.44, 1.47), ('m', 1.47, 1.54)]","[('B', 0.396, 0.446), ('B', 1.556, 1.586), ('m', 1.696, 1.726)]",5,3
126,s3_9_seg127,"[('v', 0.29, 0.33), ('v', 0.44, 0.51), ('b', 0.57, 0.63), ('m', 0.79, 0.83), ('m', 0.83, 0.89), ('f', 1.02, 1.16), ('m', 1.58, 1.66)]","[('m', 0.476, 0.506), ('b', 0.506, 0.536), ('m', 0.906, 0.946), ('m', 0.946, 0.986), ('m', 1.086, 1.116), ('m', 1.586, 1.616)]",7,6
127,s3_9_seg128,"[('v', 0.97, 1.04), ('b', 1.24, 1.34), ('v', 2.03, 2.1), ('f', 2.13, 2.22), ('v', 2.35, 2.38)]","[('B', 0.686, 0.746), ('p', 1.416, 1.446), ('B', 2.116, 2.146), ('B', 2.256, 2.306), ('f', 2.786, 2.816), ('B', 2.886, 2.916)]",5,6
128,s3_9_seg129,[],[],0,0
