,ENG-SPA_id,Phonemes_ENG,Phonemes_SPA,Total_phonemes_ENG,Total_phonemes_SPA
30,s3_8_seg31,"[('w', 0.15, 0.28), ('w', 10.33, 10.38)]","[('m', 0.016, 0.096), ('B', 0.156, 0.186), ('w', 0.186, 0.246), ('B', 0.466, 0.556)]",2,4
31,s3_8_seg32,"[('b', 0.09, 0.12)]","[('p', 0.0, 0.056), ('B', 0.216, 0.286), ('m', 0.386, 0.456)]",1,3
32,s3_8_seg33,"[('m', 0.21, 0.28)]",[],1,0
33,s3_8_seg34,"[('m', 0.58, 0.66), ('w', 0.66, 0.79), ('b', 0.93, 1.01)]","[('m', 0.806, 0.876), ('m', 0.876, 0.906), ('p', 0.966, 1.026), ('p', 1.236, 1.336)]",3,4
34,s3_8_seg35,"[('f', 0.09, 0.14), ('v', 1.04, 1.1), ('b', 3.25, 3.3), ('v', 3.6, 3.64), ('p', 3.98, 4.1), ('v', 4.51, 4.54), ('b', 4.54, 4.6), ('w', 4.75, 4.9), ('f', 5.24, 5.27), ('p', 5.4, 5.46), ('w', 5.72, 5.8), ('f', 5.92, 6.02), ('v', 6.16, 6.29)]","[('m', 0.186, 0.246), ('p', 0.246, 0.336), ('m', 0.826, 0.886), ('b', 0.886, 0.926), ('m', 1.476, 1.576), ('p', 1.796, 1.856), ('B', 2.146, 2.176), ('m', 2.516, 2.596), ('B', 4.656, 4.736), ('m', 5.456, 5.506), ('B', 5.596, 5.646)]",13,11
35,s3_8_seg36,"[('w', 0.02, 0.05), ('v', 0.35, 0.43), ('p', 1.56, 1.59)]","[('p', 0.216, 0.266), ('m', 0.426, 0.456), ('p', 0.576, 0.656), ('m', 0.756, 0.786), ('f', 1.176, 1.286), ('m', 1.616, 1.666), ('b', 1.666, 1.706)]",3,7
36,s3_8_seg37,"[('f', 0.04, 0.135), ('f', 0.31, 0.46), ('f', 1.07, 1.24)]",[],3,0
37,s3_8_seg38,"[('m', 0.0, 0.06), ('b', 0.14, 0.18), ('m', 0.97, 1.08), ('w', 1.08, 1.13), ('m', 1.74, 2.16), ('v', 2.42, 2.49), ('m', 2.78, 2.83), ('b', 2.91, 3.0), ('f', 3.44, 3.49)]","[('p', 0.0, 0.046), ('B', 0.496, 0.546), ('p', 0.996, 1.066), ('m', 1.466, 1.526), ('B', 1.596, 1.676), ('m', 2.416, 2.506), ('b', 2.506, 2.536), ('p', 2.886, 2.946), ('B', 3.236, 3.266)]",9,9
38,s3_8_seg39,"[('w', 0.0, 0.03)]","[('w', 0.026, 0.056), ('p', 1.056, 1.096), ('w', 1.956, 2.016)]",1,3
39,s3_8_seg40,"[('w', 0.18, 0.29), ('w', 0.44, 0.49)]","[('B', 0.326, 0.396), ('m', 0.466, 0.526)]",2,2
40,s3_8_seg41,"[('p', 0.67, 0.75), ('w', 0.89, 0.92), ('f', 3.06, 3.18), ('w', 4.08, 4.21), ('f', 4.57, 4.61)]","[('p', 0.806, 0.906), ('w', 1.876, 1.926), ('f', 2.626, 2.696), ('p', 3.026, 3.076), ('p', 4.706, 4.806)]",5,5
41,s3_8_seg42,"[('v', 0.62, 0.76), ('w', 0.76, 0.81), ('w', 1.5, 1.53), ('m', 1.74, 1.81), ('m', 2.12, 2.22)]","[('w', 0.056, 0.096), ('B', 0.766, 0.816), ('m', 1.546, 1.606), ('m', 2.256, 2.326)]",5,4
42,s3_8_seg43,"[('w', 0.0, 0.03), ('p', 0.2, 0.23), ('f', 0.46, 0.49)]","[('p', 0.276, 0.346)]",3,1
43,s3_8_seg44,"[('m', 0.58, 0.62), ('m', 1.1, 1.13), ('m', 1.19, 1.4), ('m', 2.2, 2.58), ('m', 5.39, 5.44), ('m', 5.9, 5.945), ('m', 6.2, 6.23)]","[('m', 0.166, 0.216), ('m', 1.361, 1.496), ('m', 2.766, 2.806), ('m', 3.806, 3.856), ('m', 3.856, 3.906), ('m', 5.576, 5.706)]",7,6
44,s3_8_seg45,"[('b', 0.0, 0.04), ('b', 0.42, 0.48)]","[('b', 0.0, 0.026), ('m', 0.076, 0.106), ('B', 0.656, 0.766), ('m', 0.896, 0.936)]",2,4
45,s3_8_seg46,[],"[('B', 0.446, 0.496), ('f', 0.826, 0.866)]",0,2
46,s3_8_seg47,"[('b', 1.04, 1.07)]","[('p', 0.226, 0.326)]",1,1
47,s3_8_seg48,"[('f', 0.52, 0.64)]","[('b', 0.016, 0.106), ('w', 0.536, 0.626)]",1,2
48,s3_8_seg49,"[('f', 0.03, 0.07)]","[('f', 0.096, 0.156), ('B', 0.626, 0.676)]",1,2
49,s3_8_seg50,"[('b', 0.19, 0.22), ('m', 1.58, 1.65)]","[('B', 1.966, 1.996)]",2,1
50,s3_8_seg51,[],[],0,0
51,s3_8_seg52,"[('f', 1.22, 1.28), ('m', 6.34, 6.4)]","[('f', 0.376, 0.436), ('B', 0.676, 0.706), ('m', 2.606, 2.796)]",2,3
52,s3_8_seg53,"[('b', 0.78, 0.83)]","[('B', 0.496, 0.546)]",1,1
53,s3_8_seg54,"[('m', 0.15, 0.18), ('w', 0.54, 0.6)]","[('m', 0.566, 0.616)]",2,1
54,s3_8_seg55,[],[],0,0
55,s3_8_seg56,"[('m', 0.56, 3.53)]","[('B', 0.406, 0.436), ('m', 3.116, 3.696)]",1,2
56,s3_8_seg57,"[('f', 0.0, 0.03), ('v', 0.28, 0.35), ('m', 0.35, 0.46)]","[('p', 0.0, 0.026), ('m', 0.556, 0.596)]",3,2
57,s3_8_seg58,"[('v', 1.8, 1.88), ('b', 2.54, 2.58)]","[('B', 1.576, 1.606), ('m', 1.936, 1.966), ('B', 2.326, 2.406)]",2,3
58,s3_8_seg59,"[('v', 3.07, 3.13), ('m', 3.48, 3.56), ('f', 3.82, 3.87), ('v', 4.06, 4.09), ('b', 4.13, 4.16)]","[('m', 3.566, 3.656), ('p', 3.656, 3.716), ('B', 4.096, 4.136)]",5,3
59,s3_8_seg60,"[('v', 0.09, 0.17), ('b', 0.27, 0.32), ('b', 0.76, 0.82), ('v', 2.16, 2.19), ('f', 4.29, 4.4), ('f', 5.2, 5.3)]","[('m', 0.286, 0.326), ('m', 1.061, 1.136), ('m', 4.456, 4.486), ('m', 5.096, 5.136)]",6,4
60,s3_8_seg61,"[('m', 0.0, 0.03), ('b', 0.07, 0.1), ('f', 0.35, 0.39), ('b', 0.89, 0.92), ('m', 1.3, 1.39), ('m', 1.59, 1.62), ('w', 1.69, 1.72), ('b', 2.26, 2.31)]","[('B', 0.266, 0.296), ('B', 1.066, 1.106), ('B', 1.656, 1.686), ('w', 2.056, 2.086), ('B', 2.506, 2.536)]",8,5
61,s3_8_seg62,"[('m', 5.2, 5.35), ('m', 6.03, 6.1), ('w', 6.46, 6.51), ('b', 7.64, 7.67), ('b', 8.53, 8.56), ('p', 8.67, 8.7)]","[('p', 0.236, 0.276), ('w', 0.276, 0.386), ('m', 5.306, 5.336), ('b', 5.336, 5.366), ('m', 8.576, 8.606)]",6,5
62,s3_8_seg63,"[('m', 0.51, 0.58), ('m', 0.97, 1.01), ('b', 1.58, 1.61), ('b', 3.63, 3.66), ('b', 6.74, 6.79), ('p', 7.08, 7.11)]","[('w', 0.526, 0.606), ('m', 0.926, 0.976), ('p', 2.606, 2.636), ('B', 2.766, 2.796), ('p', 5.506, 5.546), ('m', 6.416, 6.446), ('p', 6.716, 6.766)]",6,7
63,s3_8_seg64,"[('w', 0.26, 0.29), ('m', 0.91, 1.83), ('v', 2.46, 2.5)]","[('B', 0.696, 1.446), ('m', 1.856, 1.906), ('b', 1.906, 1.936), ('m', 2.136, 2.176), ('p', 3.116, 3.146)]",3,5
64,s3_8_seg65,"[('p', 0.35, 0.39), ('b', 0.39, 0.62), ('m', 3.08, 3.12)]","[('w', 0.796, 0.856)]",3,1
65,s3_8_seg66,"[('v', 0.26, 0.31), ('m', 0.9, 1.32)]","[('m', 0.986, 1.016), ('b', 1.016, 1.056)]",2,2
66,s3_8_seg67,"[('p', 1.37, 1.4), ('v', 1.57, 1.67), ('w', 4.78, 4.81)]","[('p', 1.106, 1.156), ('m', 3.136, 3.546)]",3,2
67,s3_8_seg68,"[('w', 1.0, 1.19), ('b', 1.3, 1.33), ('w', 2.01, 2.04)]",[],3,0
68,s3_8_seg69,"[('m', 0.22, 0.38)]","[('B', 0.146, 0.206)]",1,1
69,s3_8_seg70,"[('w', 0.89, 0.92), ('w', 0.99, 1.02), ('b', 1.41, 1.44), ('v', 3.13, 3.23), ('m', 3.41, 3.62)]","[('p', 0.976, 1.056), ('B', 1.856, 1.886), ('m', 1.956, 2.016), ('m', 2.816, 2.866), ('m', 3.226, 3.256)]",5,5
70,s3_8_seg71,"[('f', 0.0, 0.03), ('w', 0.97, 1.0), ('m', 1.41, 1.52), ('p', 1.52, 1.56), ('b', 1.6, 1.64), ('m', 1.85, 2.02), ('v', 2.34, 2.43), ('w', 2.43, 2.49), ('m', 2.63, 2.7)]","[('f', 1.216, 1.266), ('p', 1.656, 1.736), ('m', 1.946, 1.976), ('m', 2.546, 2.616), ('m', 2.926, 2.976), ('B', 3.226, 3.276)]",9,6
71,s3_8_seg72,"[('b', 0.26, 0.35), ('f', 1.97, 2.09)]","[('m', 0.206, 0.326), ('m', 0.636, 0.726), ('m', 1.816, 1.846), ('w', 2.126, 2.176), ('m', 2.406, 2.476)]",2,5
72,s3_8_seg73,"[('w', 0.18, 0.21), ('f', 0.65, 0.77), ('p', 1.08, 1.12), ('f', 1.34, 1.42), ('m', 1.67, 1.745), ('p', 1.94, 2.05), ('b', 2.38, 2.43), ('w', 5.12, 5.22)]","[('p', 2.046, 2.076), ('f', 2.266, 2.336), ('B', 2.956, 3.016), ('B', 3.536, 3.596)]",8,4
73,s3_8_seg74,"[('v', 1.15, 1.18)]","[('m', 0.656, 0.716), ('w', 0.796, 0.866), ('B', 1.016, 1.066)]",1,3
74,s3_8_seg75,"[('w', 0.6, 0.71), ('v', 0.8, 0.89), ('w', 1.31, 1.38)]","[('B', 1.046, 1.106)]",3,1
75,s3_8_seg76,"[('w', 0.09, 0.15), ('m', 0.33, 0.36)]","[('p', 0.716, 0.786), ('w', 0.786, 0.826)]",2,2
76,s3_8_seg77,"[('b', 0.14, 0.17), ('f', 1.07, 1.15), ('p', 1.24, 1.3), ('f', 1.73, 1.83), ('m', 1.89, 1.98), ('w', 1.98, 2.02), ('v', 2.17, 2.26), ('m', 4.06, 4.11)]","[('p', 0.346, 0.376), ('f', 1.186, 1.236), ('m', 1.496, 1.566), ('p', 1.566, 1.646), ('m', 2.046, 2.126), ('p', 2.126, 2.186), ('m', 3.556, 3.606), ('m', 3.766, 3.796)]",8,8
77,s3_8_seg78,"[('b', 0.29, 0.32), ('m', 1.07, 1.12)]","[('p', 0.616, 0.646), ('m', 0.906, 0.936)]",2,2
78,s3_8_seg79,"[('p', 0.0, 0.06)]","[('p', 0.0, 0.036)]",1,1
79,s3_8_seg80,"[('p', 0.46, 0.49), ('m', 0.8, 0.89), ('v', 1.31, 1.37), ('f', 2.61, 2.67), ('v', 2.82, 2.85), ('m', 2.91, 2.98), ('b', 2.98, 3.02)]","[('w', 0.136, 0.186), ('B', 0.236, 0.286), ('m', 0.476, 0.536), ('w', 2.826, 2.906)]",7,4
80,s3_8_seg81,[],"[('w', 0.336, 0.366)]",0,1
81,s3_8_seg82,"[('w', 0.0, 0.03), ('m', 0.5, 1.26), ('w', 1.86, 1.89), ('w', 2.03, 2.06), ('f', 3.03, 3.1), ('m', 3.14, 3.19)]","[('w', 0.076, 0.186), ('p', 2.176, 2.256), ('p', 2.626, 2.716), ('m', 2.966, 3.026), ('f', 3.216, 3.316)]",6,5
82,s3_8_seg83,"[('v', 0.23, 0.35), ('f', 0.62, 0.67), ('m', 0.73, 0.79), ('w', 1.85, 1.97), ('f', 2.27, 2.3), ('m', 2.46, 2.54), ('p', 2.76, 2.79)]","[('m', 0.346, 0.436), ('m', 0.566, 0.606), ('m', 0.606, 0.706), ('m', 2.016, 2.126), ('B', 2.646, 2.706), ('p', 3.006, 3.076)]",7,6
83,s3_8_seg84,"[('m', 0.29, 0.32), ('p', 0.32, 0.35), ('w', 0.46, 0.51), ('b', 1.27, 1.3), ('m', 1.49, 1.55)]","[('m', 0.266, 0.316), ('p', 0.316, 0.376), ('p', 1.586, 1.646)]",5,3
84,s3_8_seg85,"[('w', 0.05, 0.12), ('b', 0.32, 0.36), ('m', 1.06, 1.11), ('v', 1.57, 1.6), ('w', 1.85, 2.01)]","[('f', 0.336, 0.406), ('f', 1.236, 1.266), ('m', 1.626, 1.696)]",5,3
85,s3_8_seg86,"[('m', 0.0, 0.07)]","[('B', 1.336, 2.836)]",1,1
86,s3_8_seg87,"[('w', 0.0, 0.03), ('m', 0.62, 0.65), ('p', 0.65, 0.69), ('m', 1.09, 1.18)]","[('p', 0.0, 0.066), ('m', 0.996, 1.036), ('m', 1.256, 1.316), ('p', 1.316, 1.356)]",4,4
87,s3_8_seg88,"[('v', 0.23, 0.26), ('m', 0.26, 0.33)]","[('m', 0.286, 0.376)]",2,1
88,s3_8_seg89,"[('w', 0.27, 0.31), ('p', 1.97, 2.06), ('m', 3.79, 3.86), ('b', 4.67, 4.73)]","[('p', 0.0, 0.036), ('w', 0.036, 0.106), ('p', 0.516, 0.576), ('B', 1.866, 1.946), ('m', 3.716, 3.756), ('m', 4.406, 4.466), ('m', 4.466, 4.556)]",4,7
89,s3_8_seg90,"[('p', 2.48, 2.53), ('v', 3.14, 3.23), ('f', 3.59, 3.62), ('b', 4.1, 4.17)]","[('p', 0.226, 0.266), ('B', 1.326, 1.366), ('f', 2.056, 2.146), ('m', 2.636, 2.686)]",4,4
90,s3_8_seg91,"[('w', 0.0, 0.06), ('p', 2.53, 2.56), ('m', 2.68, 2.73), ('m', 2.845, 2.92), ('m', 3.11, 3.14), ('p', 3.14, 3.19), ('w', 3.45, 3.53), ('f', 3.9, 3.94), ('m', 4.06, 4.09), ('b', 4.17, 4.22)]","[('m', 0.716, 2.416), ('p', 2.416, 2.456), ('m', 2.546, 2.596), ('m', 2.766, 2.816), ('m', 3.186, 3.246), ('p', 3.246, 3.286), ('p', 3.946, 3.996), ('m', 4.076, 4.116), ('m', 4.256, 4.326)]",10,9
91,s3_8_seg92,"[('p', 1.38, 1.41), ('w', 2.23, 2.31), ('w', 2.34, 2.46), ('b', 2.67, 2.74), ('p', 4.16, 4.19)]","[('m', 2.866, 3.796), ('p', 5.826, 5.916)]",5,2
92,s3_8_seg93,"[('w', 0.0, 0.05)]","[('w', 0.046, 0.096), ('m', 0.296, 0.356), ('p', 0.356, 0.396)]",1,3
93,s3_8_seg94,[],[],0,0
94,s3_8_seg95,"[('p', 0.44, 0.54)]","[('p', 0.696, 0.736)]",1,1
95,s3_8_seg96,"[('w', 0.06, 0.14), ('w', 0.45, 0.48)]","[('m', 0.596, 0.666), ('b', 0.666, 0.696)]",2,2
96,s3_8_seg97,"[('b', 0.5, 0.54), ('f', 0.95, 1.09), ('p', 1.77, 1.81), ('p', 1.93, 2.0), ('b', 2.82, 2.91), ('w', 3.48, 3.53)]","[('p', 0.116, 0.236), ('B', 0.736, 0.796), ('p', 1.586, 1.656)]",6,3
97,s3_8_seg98,"[('p', 1.33, 1.43)]","[('f', 0.716, 0.856), ('w', 1.476, 1.546)]",1,2
98,s3_8_seg99,"[('f', 0.54, 0.64), ('m', 0.7, 0.76)]","[('w', 0.596, 0.636), ('F', 0.926, 0.956), ('f', 0.956, 1.106), ('m', 1.226, 1.266)]",2,4
99,s3_8_seg100,"[('b', 0.0, 0.04), ('p', 0.1, 0.2), ('w', 0.53, 0.56), ('m', 0.75, 0.8)]","[('p', 0.166, 0.226)]",4,1
100,s3_8_seg101,"[('w', 0.0, 0.06), ('p', 0.29, 0.34), ('m', 0.69, 0.74), ('f', 0.97, 1.02), ('p', 1.43, 1.49), ('w', 1.71, 1.76), ('b', 1.82, 1.88), ('m', 2.06, 2.12), ('m', 2.51, 2.68)]","[('w', 0.056, 0.086), ('p', 0.446, 0.486), ('m', 0.866, 0.926), ('f', 1.066, 1.196), ('m', 1.436, 1.486), ('p', 1.486, 1.556), ('m', 1.946, 1.986), ('b', 1.986, 2.026), ('m', 2.666, 2.696), ('b', 2.696, 2.726)]",9,10
101,s3_8_seg102,"[('m', 0.21, 0.25), ('m', 0.32, 0.39)]","[('B', 1.136, 1.166), ('p', 1.246, 1.336)]",2,2
102,s3_8_seg103,"[('p', 2.42, 2.455), ('b', 2.455, 2.51), ('f', 2.97, 3.03)]","[('b', 1.606, 1.726), ('B', 2.076, 2.126), ('p', 2.436, 2.466)]",3,3
103,s3_8_seg104,"[('w', 0.74, 0.83)]",[],1,0
104,s3_8_seg105,"[('w', 1.08, 1.14), ('w', 4.0, 4.17), ('f', 6.03, 6.14), ('m', 6.48, 6.54)]","[('p', 4.416, 4.486), ('m', 5.126, 5.186), ('m', 5.626, 5.656), ('p', 6.196, 6.226), ('m', 7.346, 7.406)]",4,5
105,s3_8_seg106,"[('m', 0.08, 0.11), ('w', 0.39, 0.42), ('v', 0.46, 0.5), ('b', 0.8, 0.86)]","[('p', 0.0, 0.026), ('p', 0.116, 0.146), ('m', 0.526, 0.586), ('B', 0.776, 0.806)]",4,4
106,s3_8_seg107,"[('m', 0.04, 0.11), ('m', 1.48, 1.55), ('f', 2.17, 2.32)]","[('p', 0.406, 0.486), ('m', 0.796, 0.886), ('B', 0.966, 1.006), ('p', 1.516, 1.616), ('m', 2.016, 2.066), ('p', 2.176, 2.266)]",3,6
107,s3_8_seg108,"[('m', 0.46, 0.5), ('b', 0.84, 0.87), ('p', 0.99, 1.02), ('p', 1.84, 1.9), ('m', 2.58, 2.62), ('w', 3.25, 3.33), ('p', 3.45, 3.52), ('f', 3.95, 4.03), ('m', 4.18, 4.24)]","[('m', 0.036, 0.076), ('p', 0.156, 0.216), ('p', 0.456, 0.576), ('p', 0.706, 0.766), ('m', 1.076, 1.156), ('p', 1.436, 1.496), ('p', 1.916, 1.976), ('m', 2.436, 2.466), ('p', 3.086, 3.156), ('f', 3.626, 3.706), ('m', 3.736, 3.766)]",9,11
108,s3_8_seg109,"[('b', 0.21, 0.24), ('m', 2.07, 2.12), ('f', 2.925, 2.97), ('m', 3.07, 3.11), ('w', 3.6, 3.64), ('m', 3.67, 3.72), ('m', 3.82, 3.86), ('p', 4.1, 4.14), ('b', 4.46, 4.49), ('m', 4.78, 4.81), ('v', 4.91, 5.01), ('p', 5.36, 5.39), ('f', 5.64, 5.75), ('v', 5.87, 5.93), ('m', 6.26, 6.31)]","[('m', 2.276, 2.346), ('m', 2.386, 2.426), ('m', 2.556, 2.606), ('p', 2.776, 2.816), ('f', 3.136, 3.196), ('m', 3.266, 3.316), ('m', 3.806, 3.846), ('m', 4.416, 4.476), ('m', 5.296, 5.346), ('m', 6.101, 6.156), ('m', 6.516, 6.566), ('p', 6.566, 6.626)]",15,12
109,s3_8_seg110,[],"[('B', 0.546, 0.606)]",0,1
110,s3_8_seg111,"[('w', 0.0, 0.03), ('w', 0.48, 0.51)]","[('m', 0.446, 0.556), ('b', 0.556, 0.586)]",2,2
111,s3_8_seg112,[],"[('B', 2.021, 2.066)]",0,1
112,s3_8_seg113,"[('v', 0.25, 0.28), ('m', 0.74, 0.77)]","[('m', 0.171, 0.206), ('B', 0.316, 0.346), ('p', 0.496, 0.536), ('p', 0.626, 0.656)]",2,4
113,s3_8_seg114,[],[],0,0
114,s3_8_seg115,[],[],0,0
115,s3_8_seg116,"[('w', 0.08, 0.13), ('m', 0.61, 0.68), ('m', 1.48, 1.52), ('f', 1.74, 1.77)]","[('f', 0.106, 0.156), ('w', 0.156, 0.236), ('m', 0.356, 0.396), ('m', 0.606, 0.646), ('b', 0.646, 0.676), ('m', 1.216, 1.276), ('m', 1.596, 1.636)]",4,7
116,s3_8_seg117,[],[],0,0
117,s3_8_seg118,"[('b', 0.85, 0.88), ('m', 1.41, 1.47)]",[],2,0
118,s3_8_seg119,"[('v', 0.3, 0.34), ('m', 0.7, 0.74), ('m', 1.53, 1.92), ('m', 2.7, 2.76)]","[('m', 0.076, 0.166), ('b', 0.166, 0.196), ('m', 0.756, 0.796), ('b', 0.796, 0.836), ('w', 0.996, 1.036), ('w', 2.156, 2.196), ('m', 2.836, 2.866), ('m', 3.176, 3.206)]",4,8
119,s3_8_seg120,"[('m', 0.05, 0.22), ('p', 5.33, 5.36), ('b', 6.58, 6.63), ('b', 7.29, 7.32)]","[('B', 0.166, 0.196), ('B', 0.456, 0.506), ('m', 0.676, 3.956), ('m', 7.626, 7.656)]",4,4
120,s3_8_seg121,[],[],0,0
121,s3_8_seg122,"[('m', 0.0, 0.07), ('m', 0.23, 0.32)]","[('m', 0.006, 0.146), ('m', 0.186, 0.266)]",2,2
