file_name,num_phrases
2_10_eng_aligned_eng0300,1
2_10_eng_aligned_eng0304,1
2_10_eng_aligned_eng0305,1
2_10_eng_aligned_eng0306,1
2_10_eng_aligned_eng0307,1
2_10_eng_aligned_eng0308,1
2_10_eng_aligned_eng0309,1
2_10_eng_aligned_eng0310,3
2_10_eng_aligned_eng0311,1
2_10_eng_aligned_eng0313,1
2_10_eng_aligned_eng0314,1
2_10_eng_aligned_eng0317,2
2_10_eng_aligned_eng0318,1
2_10_eng_aligned_eng0319,1
2_10_eng_aligned_eng0321,1
2_10_eng_aligned_eng0323,2
2_10_eng_aligned_eng0324,1
2_10_eng_aligned_eng0325,1
2_10_eng_aligned_eng0326,2
2_10_eng_aligned_eng0328,1
2_10_eng_aligned_eng0329,2
2_10_eng_aligned_eng0330,1
2_10_eng_aligned_eng0333,2
2_10_eng_aligned_eng0334,3
2_10_eng_aligned_eng0337,2
2_10_eng_aligned_eng0338,2
2_10_eng_aligned_eng0339,1
2_10_eng_aligned_eng0340,1
2_10_eng_aligned_eng0343,1
2_10_eng_aligned_eng0344,1
2_10_eng_aligned_eng0345,1
2_10_eng_aligned_eng0346,1
2_10_eng_aligned_eng0347,2
2_10_eng_aligned_eng0348,1
2_10_eng_aligned_eng0349,1
2_10_eng_aligned_eng0350,1
2_10_eng_aligned_eng0352,1
2_10_eng_aligned_eng0353,1
2_10_eng_aligned_eng0354,1
2_10_eng_aligned_eng0355,1
2_10_eng_aligned_eng0356,1
2_10_eng_aligned_eng0358,2
2_10_eng_aligned_eng0359,2
2_10_eng_aligned_eng0360,2
2_10_eng_aligned_eng0361,1
2_10_eng_aligned_eng0362,2
2_10_eng_aligned_eng0363,1
2_10_eng_aligned_eng0364,1
2_10_eng_aligned_eng0366,1
2_10_eng_aligned_eng0367,1
2_10_eng_aligned_eng0369,1
2_10_eng_aligned_eng0370,1
2_10_eng_aligned_eng0372,1
2_10_eng_aligned_eng0374,1
2_10_eng_aligned_eng0375,1
2_10_eng_aligned_eng0376,1
2_10_eng_aligned_eng0377,1
2_10_eng_aligned_eng0378,1
2_10_eng_aligned_eng0379,1
2_10_eng_aligned_eng0380,1
2_11_eng_aligned_eng0004,1
2_11_eng_aligned_eng0006,1
2_11_eng_aligned_eng0007,1
2_11_eng_aligned_eng0012,1
2_11_eng_aligned_eng0020,2
2_11_eng_aligned_eng0024,3
2_11_eng_aligned_eng0025,1
2_11_eng_aligned_eng0027,1
2_11_eng_aligned_eng0028,1
2_11_eng_aligned_eng0032,2
2_11_eng_aligned_eng0033,1
2_11_eng_aligned_eng0034,2
2_11_eng_aligned_eng0038,1
2_11_eng_aligned_eng0039,2
2_11_eng_aligned_eng0040,1
2_11_eng_aligned_eng0041,1
2_11_eng_aligned_eng0043,1
2_11_eng_aligned_eng0044,1
2_11_eng_aligned_eng0046,1
2_11_eng_aligned_eng0047,1
2_11_eng_aligned_eng0048,1
2_11_eng_aligned_eng0049,1
2_11_eng_aligned_eng0050,2
2_11_eng_aligned_eng0051,2
2_11_eng_aligned_eng0053,2
2_11_eng_aligned_eng0056,1
2_11_eng_aligned_eng0061,1
2_11_eng_aligned_eng0062,1
2_11_eng_aligned_eng0064,2
2_11_eng_aligned_eng0065,2
2_11_eng_aligned_eng0066,1
2_11_eng_aligned_eng0067,2
2_11_eng_aligned_eng0069,1
2_11_eng_aligned_eng0072,2
2_11_eng_aligned_eng0075,1
2_11_eng_aligned_eng0077,2
2_11_eng_aligned_eng0078,1
2_11_eng_aligned_eng0079,1
2_11_eng_aligned_eng0080,1
2_11_eng_aligned_eng0081,2
2_11_eng_aligned_eng0082,2
2_11_eng_aligned_eng0083,2
2_11_eng_aligned_eng0085,2
2_11_eng_aligned_eng0087,1
2_11_eng_aligned_eng0089,1
2_11_eng_aligned_eng0090,1
2_11_eng_aligned_eng0091,1
2_11_eng_aligned_eng0092,1
2_11_eng_aligned_eng0095,1
2_11_eng_aligned_eng0096,1
2_11_eng_aligned_eng0097,1
2_11_eng_aligned_eng0099,1
2_11_eng_aligned_eng0100,3
2_11_eng_aligned_eng0101,1
2_11_eng_aligned_eng0102,1
2_11_eng_aligned_eng0104,1
2_11_eng_aligned_eng0105,1
2_11_eng_aligned_eng0106,1
2_11_eng_aligned_eng0107,1
2_11_eng_aligned_eng0108,2
2_11_eng_aligned_eng0111,2
2_11_eng_aligned_eng0112,2
2_11_eng_aligned_eng0114,1
2_11_eng_aligned_eng0116,2
2_11_eng_aligned_eng0117,4
2_11_eng_aligned_eng0118,2
2_11_eng_aligned_eng0122,1
2_11_eng_aligned_eng0123,1
2_11_eng_aligned_eng0124,2
2_11_eng_aligned_eng0125,2
2_11_eng_aligned_eng0127,1
2_11_eng_aligned_eng0130,1
2_11_eng_aligned_eng0131,1
2_11_eng_aligned_eng0132,2
2_11_eng_aligned_eng0134,1
2_11_eng_aligned_eng0135,2
2_11_eng_aligned_eng0136,2
2_11_eng_aligned_eng0138,1
2_11_eng_aligned_eng0139,1
2_11_eng_aligned_eng0140,1
2_11_eng_aligned_eng0141,1
2_11_eng_aligned_eng0143,1
2_11_eng_aligned_eng0146,1
2_11_eng_aligned_eng0147,2
2_11_eng_aligned_eng0148,1
2_11_eng_aligned_eng0149,1
2_11_eng_aligned_eng0150,1
2_11_eng_aligned_eng0151,2
2_11_eng_aligned_eng0152,1
2_11_eng_aligned_eng0156,1
2_11_eng_aligned_eng0158,1
2_11_eng_aligned_eng0160,1
2_11_eng_aligned_eng0161,2
2_11_eng_aligned_eng0163,1
2_11_eng_aligned_eng0164,1
2_11_eng_aligned_eng0168,1
2_11_eng_aligned_eng0170,2
2_11_eng_aligned_eng0172,2
2_11_eng_aligned_eng0173,4
2_11_eng_aligned_eng0174,2
2_11_eng_aligned_eng0176,1
2_11_eng_aligned_eng0177,1
2_11_eng_aligned_eng0178,1
2_11_eng_aligned_eng0179,2
2_11_eng_aligned_eng0183,2
2_11_eng_aligned_eng0184,1
2_11_eng_aligned_eng0187,2
2_11_eng_aligned_eng0189,2
2_11_eng_aligned_eng0190,2
2_11_eng_aligned_eng0192,1
2_11_eng_aligned_eng0193,2
2_11_eng_aligned_eng0194,2
2_11_eng_aligned_eng0198,2
2_11_eng_aligned_eng0200,1
2_11_eng_aligned_eng0201,2
2_11_eng_aligned_eng0203,1
2_11_eng_aligned_eng0204,2
2_11_eng_aligned_eng0206,1
2_11_eng_aligned_eng0214,1
2_11_eng_aligned_eng0215,1
2_11_eng_aligned_eng0216,2
2_11_eng_aligned_eng0217,1
2_11_eng_aligned_eng0218,1
2_11_eng_aligned_eng0219,1
2_11_eng_aligned_eng0220,1
2_11_eng_aligned_eng0222,2
2_11_eng_aligned_eng0224,2
2_11_eng_aligned_eng0227,1
2_11_eng_aligned_eng0228,2
2_11_eng_aligned_eng0229,1
2_11_eng_aligned_eng0230,1
2_11_eng_aligned_eng0231,1
2_11_eng_aligned_eng0232,1
2_11_eng_aligned_eng0233,1
2_11_eng_aligned_eng0235,2
2_11_eng_aligned_eng0236,2
2_11_eng_aligned_eng0237,2
2_11_eng_aligned_eng0238,1
2_11_eng_aligned_eng0240,1
2_11_eng_aligned_eng0242,2
2_11_eng_aligned_eng0245,1
2_11_eng_aligned_eng0246,1
2_11_eng_aligned_eng0247,1
2_11_eng_aligned_eng0249,1
2_11_eng_aligned_eng0251,1
2_11_eng_aligned_eng0252,1
2_11_eng_aligned_eng0253,2
2_11_eng_aligned_eng0254,1
2_11_eng_aligned_eng0255,3
2_11_eng_aligned_eng0256,1
2_11_eng_aligned_eng0258,2
2_11_eng_aligned_eng0260,1
2_11_eng_aligned_eng0261,2
2_11_eng_aligned_eng0262,1
2_11_eng_aligned_eng0263,2
2_11_eng_aligned_eng0264,2
2_11_eng_aligned_eng0265,1
2_11_eng_aligned_eng0266,2
2_11_eng_aligned_eng0268,1
2_11_eng_aligned_eng0269,1
2_11_eng_aligned_eng0270,1
2_11_eng_aligned_eng0271,1
2_11_eng_aligned_eng0272,1
2_11_eng_aligned_eng0274,1
2_11_eng_aligned_eng0275,3
2_11_eng_aligned_eng0277,2
2_11_eng_aligned_eng0278,1
2_11_eng_aligned_eng0279,1
2_11_eng_aligned_eng0281,1
2_11_eng_aligned_eng0282,2
2_11_eng_aligned_eng0283,1
2_11_eng_aligned_eng0286,1
2_11_eng_aligned_eng0288,1
2_11_eng_aligned_eng0290,1
2_11_eng_aligned_eng0291,1
2_11_eng_aligned_eng0292,1
2_11_eng_aligned_eng0293,2
2_11_eng_aligned_eng0294,1
2_11_eng_aligned_eng0296,1
2_11_eng_aligned_eng0308,1
2_11_eng_aligned_eng0309,1
2_11_eng_aligned_eng0310,1
2_11_eng_aligned_eng0311,1
2_11_eng_aligned_eng0314,1
2_11_eng_aligned_eng0315,2
2_11_eng_aligned_eng0318,1
2_11_eng_aligned_eng0319,2
2_11_eng_aligned_eng0321,1
2_11_eng_aligned_eng0322,1
2_11_eng_aligned_eng0327,2
2_11_eng_aligned_eng0328,1
2_11_eng_aligned_eng0329,1
2_11_eng_aligned_eng0330,1
2_11_eng_aligned_eng0331,1
2_11_eng_aligned_eng0332,3
2_11_eng_aligned_eng0334,2
2_11_eng_aligned_eng0335,1
2_11_eng_aligned_eng0337,2
2_11_eng_aligned_eng0339,2
2_11_eng_aligned_eng0340,1
2_11_eng_aligned_eng0341,1
2_11_eng_aligned_eng0343,1
2_11_eng_aligned_eng0345,1
2_11_eng_aligned_eng0348,2
2_11_eng_aligned_eng0357,1
2_11_eng_aligned_eng0358,1
2_11_eng_aligned_eng0360,1
2_11_eng_aligned_eng0362,1
2_11_eng_aligned_eng0365,1
2_11_eng_aligned_eng0370,1
2_11_eng_aligned_eng0372,1
2_11_eng_aligned_eng0373,2
2_11_eng_aligned_eng0374,2
2_11_eng_aligned_eng0375,2
2_11_eng_aligned_eng0377,2
2_11_eng_aligned_eng0378,1
2_11_eng_aligned_eng0379,1
2_11_eng_aligned_eng0382,2
2_11_eng_aligned_eng0383,2
2_11_eng_aligned_eng0384,2
2_11_eng_aligned_eng0385,2
2_11_eng_aligned_eng0386,2
2_11_eng_aligned_eng0388,2
2_11_eng_aligned_eng0401,1
2_11_eng_aligned_eng0402,3
2_11_eng_aligned_eng0403,1
2_11_eng_aligned_eng0404,1
2_11_eng_aligned_eng0406,2
2_11_eng_aligned_eng0407,1
2_11_eng_aligned_eng0408,1
s2_1_eng_aligned_eng0006,2
s2_1_eng_aligned_eng0007,1
s2_1_eng_aligned_eng0017,2
s2_1_eng_aligned_eng0018,1
s2_1_eng_aligned_eng0027,1
s2_1_eng_aligned_eng0031,2
s2_1_eng_aligned_eng0032,1
s2_1_eng_aligned_eng0033,1
s2_1_eng_aligned_eng0034,1
s2_1_eng_aligned_eng0038,1
s2_1_eng_aligned_eng0039,2
s2_1_eng_aligned_eng0040,2
s2_1_eng_aligned_eng0042,1
s2_1_eng_aligned_eng0043,1
s2_1_eng_aligned_eng0046,1
s2_1_eng_aligned_eng0047,1
s2_1_eng_aligned_eng0048,2
s2_1_eng_aligned_eng0053,2
s2_1_eng_aligned_eng0055,1
s2_1_eng_aligned_eng0058,1
s2_1_eng_aligned_eng0060,3
s2_1_eng_aligned_eng0063,2
s2_1_eng_aligned_eng0064,2
s2_1_eng_aligned_eng0070,1
s2_1_eng_aligned_eng0071,2
s2_1_eng_aligned_eng0072,1
s2_1_eng_aligned_eng0073,1
s2_1_eng_aligned_eng0075,1
s2_1_eng_aligned_eng0076,1
s2_1_eng_aligned_eng0077,1
s2_1_eng_aligned_eng0081,1
s2_1_eng_aligned_eng0082,1
s2_1_eng_aligned_eng0083,1
s2_1_eng_aligned_eng0084,1
s2_1_eng_aligned_eng0085,1
s2_1_eng_aligned_eng0086,1
s2_1_eng_aligned_eng0087,3
s2_1_eng_aligned_eng0088,1
s2_1_eng_aligned_eng0089,1
s2_1_eng_aligned_eng0090,1
s2_1_eng_aligned_eng0091,2
s2_1_eng_aligned_eng0092,2
s2_1_eng_aligned_eng0093,2
s2_1_eng_aligned_eng0096,1
s2_1_eng_aligned_eng0098,2
s2_1_eng_aligned_eng0099,2
s2_1_eng_aligned_eng0105,1
s2_1_eng_aligned_eng0106,2
s2_1_eng_aligned_eng0107,2
s2_1_eng_aligned_eng0108,3
s2_1_eng_aligned_eng0110,2
s2_1_eng_aligned_eng0111,1
s2_1_eng_aligned_eng0112,1
s2_1_eng_aligned_eng0113,1
s2_1_eng_aligned_eng0114,1
s2_1_eng_aligned_eng0116,1
s2_1_eng_aligned_eng0118,1
s2_1_eng_aligned_eng0119,4
s2_1_eng_aligned_eng0120,1
s2_1_eng_aligned_eng0123,1
s2_1_eng_aligned_eng0124,1
s2_1_eng_aligned_eng0125,1
s2_1_eng_aligned_eng0126,1
s2_1_eng_aligned_eng0131,1
s2_1_eng_aligned_eng0135,1
s2_1_eng_aligned_eng0136,2
s2_1_eng_aligned_eng0137,1
s2_1_eng_aligned_eng0138,1
s2_1_eng_aligned_eng0140,1
s2_1_eng_aligned_eng0141,1
s2_1_eng_aligned_eng0142,1
s2_1_eng_aligned_eng0144,1
s2_1_eng_aligned_eng0145,2
s2_1_eng_aligned_eng0146,2
s2_1_eng_aligned_eng0147,1
s2_1_eng_aligned_eng0148,1
s2_1_eng_aligned_eng0151,2
s2_1_eng_aligned_eng0153,1
s2_1_eng_aligned_eng0154,1
s2_1_eng_aligned_eng0155,2
s2_1_eng_aligned_eng0156,2
s2_1_eng_aligned_eng0157,1
s2_1_eng_aligned_eng0158,2
s2_1_eng_aligned_eng0159,1
s2_1_eng_aligned_eng0161,1
s2_1_eng_aligned_eng0162,1
s2_1_eng_aligned_eng0165,2
s2_1_eng_aligned_eng0167,1
s2_1_eng_aligned_eng0168,1
s2_1_eng_aligned_eng0169,1
s2_1_eng_aligned_eng0173,1
s2_1_eng_aligned_eng0177,1
s2_1_eng_aligned_eng0178,1
s2_1_eng_aligned_eng0180,1
s2_1_eng_aligned_eng0181,1
s2_1_eng_aligned_eng0182,1
s2_1_eng_aligned_eng0185,2
s2_1_eng_aligned_eng0186,1
s2_1_eng_aligned_eng0187,2
s2_1_eng_aligned_eng0188,2
s2_1_eng_aligned_eng0189,2
s2_1_eng_aligned_eng0190,2
s2_1_eng_aligned_eng0191,1
s2_1_eng_aligned_eng0193,2
s2_1_eng_aligned_eng0196,2
s2_1_eng_aligned_eng0197,2
s2_1_eng_aligned_eng0200,1
s2_1_eng_aligned_eng0201,1
s2_1_eng_aligned_eng0202,1
s2_1_eng_aligned_eng0204,1
s2_1_eng_aligned_eng0206,2
s2_1_eng_aligned_eng0207,1
s2_1_eng_aligned_eng0208,2
s2_1_eng_aligned_eng0209,1
s2_1_eng_aligned_eng0212,1
s2_1_eng_aligned_eng0215,1
s2_1_eng_aligned_eng0217,2
s2_1_eng_aligned_eng0218,1
s2_1_eng_aligned_eng0220,1
s2_1_eng_aligned_eng0221,1
s2_1_eng_aligned_eng0223,2
s2_1_eng_aligned_eng0228,2
s2_1_eng_aligned_eng0231,2
s2_1_eng_aligned_eng0233,1
s2_1_eng_aligned_eng0234,1
s2_1_eng_aligned_eng0235,1
s2_1_eng_aligned_eng0236,2
s2_1_eng_aligned_eng0237,1
s2_1_eng_aligned_eng0238,2
s2_1_eng_aligned_eng0239,1
s2_1_eng_aligned_eng0241,1
s2_1_eng_aligned_eng0242,2
s2_1_eng_aligned_eng0245,1
s2_1_eng_aligned_eng0246,1
s2_1_eng_aligned_eng0248,2
s2_1_eng_aligned_eng0249,1
s2_1_eng_aligned_eng0251,1
s2_1_eng_aligned_eng0252,1
s2_1_eng_aligned_eng0253,2
s2_1_eng_aligned_eng0254,1
s2_1_eng_aligned_eng0256,1
s2_1_eng_aligned_eng0257,1
s2_1_eng_aligned_eng0258,1
s2_1_eng_aligned_eng0260,1
s2_1_eng_aligned_eng0261,1
s2_1_eng_aligned_eng0262,2
s2_1_eng_aligned_eng0264,1
s2_1_eng_aligned_eng0265,1
s2_1_eng_aligned_eng0266,1
s2_1_eng_aligned_eng0267,2
s2_1_eng_aligned_eng0269,2
s2_1_eng_aligned_eng0270,1
s2_1_eng_aligned_eng0271,1
s2_1_eng_aligned_eng0272,3
s2_1_eng_aligned_eng0273,1
s2_1_eng_aligned_eng0277,1
s2_1_eng_aligned_eng0278,2
s2_1_eng_aligned_eng0280,2
s2_1_eng_aligned_eng0281,2
s2_1_eng_aligned_eng0284,1
s2_1_eng_aligned_eng0285,1
s2_1_eng_aligned_eng0286,1
s2_1_eng_aligned_eng0287,1
s2_1_eng_aligned_eng0288,1
s2_1_eng_aligned_eng0289,1
s2_1_eng_aligned_eng0290,3
s2_1_eng_aligned_eng0292,2
s2_1_eng_aligned_eng0295,1
s2_1_eng_aligned_eng0297,2
s2_1_eng_aligned_eng0299,1
s2_1_eng_aligned_eng0300,1
s2_1_eng_aligned_eng0301,1
s2_1_eng_aligned_eng0304,1
s2_1_eng_aligned_eng0305,2
s2_1_eng_aligned_eng0306,1
s2_1_eng_aligned_eng0307,1
s2_1_eng_aligned_eng0308,2
s2_1_eng_aligned_eng0309,2
s2_1_eng_aligned_eng0310,1
s2_1_eng_aligned_eng0311,2
s2_1_eng_aligned_eng0313,1
s2_1_eng_aligned_eng0314,1
s2_1_eng_aligned_eng0315,1
s2_1_eng_aligned_eng0316,1
s2_1_eng_aligned_eng0317,2
s2_1_eng_aligned_eng0319,1
s2_1_eng_aligned_eng0320,1
s2_1_eng_aligned_eng0322,1
s2_1_eng_aligned_eng0324,3
s2_1_eng_aligned_eng0326,2
s2_1_eng_aligned_eng0328,1
s2_1_eng_aligned_eng0330,1
s2_1_eng_aligned_eng0331,4
s2_1_eng_aligned_eng0332,2
s2_1_eng_aligned_eng0333,2
s2_1_eng_aligned_eng0334,1
s2_1_eng_aligned_eng0336,1
s2_1_eng_aligned_eng0337,2
s2_1_eng_aligned_eng0338,1
s2_1_eng_aligned_eng0339,1
s2_1_eng_aligned_eng0340,2
s2_1_eng_aligned_eng0341,2
s2_1_eng_aligned_eng0342,2
s2_1_eng_aligned_eng0343,2
s2_1_eng_aligned_eng0345,1
s2_1_eng_aligned_eng0351,1
s2_1_eng_aligned_eng0352,2
s2_1_eng_aligned_eng0354,3
s2_1_eng_aligned_eng0355,1
s2_1_eng_aligned_eng0356,1
s2_1_eng_aligned_eng0358,1
s2_1_eng_aligned_eng0359,2
s2_1_eng_aligned_eng0360,1
s2_1_eng_aligned_eng0361,1
s2_1_eng_aligned_eng0364,2
s2_1_eng_aligned_eng0365,1
s2_1_eng_aligned_eng0366,1
s2_1_eng_aligned_eng0367,1
s2_1_eng_aligned_eng0368,1
s2_1_eng_aligned_eng0369,3
s2_1_eng_aligned_eng0374,1
s2_1_eng_aligned_eng0375,1
s2_1_eng_aligned_eng0376,1
s2_1_eng_aligned_eng0377,2
s2_1_eng_aligned_eng0378,3
s2_1_eng_aligned_eng0379,1
s2_1_eng_aligned_eng0380,1
s2_1_eng_aligned_eng0381,1
s2_1_eng_aligned_eng0383,1
s2_1_eng_aligned_eng0384,1
s2_1_eng_aligned_eng0385,1
s2_1_eng_aligned_eng0386,1
s2_1_eng_aligned_eng0387,3
s2_1_eng_aligned_eng0393,1
s2_1_eng_aligned_eng0396,1
s2_1_eng_aligned_eng0397,2
s2_1_eng_aligned_eng0401,2
s2_1_eng_aligned_eng0402,2
s2_1_eng_aligned_eng0403,2
s2_1_eng_aligned_eng0404,1
s2_1_eng_aligned_eng0405,3
s2_1_eng_aligned_eng0406,1
s2_1_eng_aligned_eng0407,1
s2_1_eng_aligned_eng0409,2
s2_1_eng_aligned_eng0410,2
s2_1_eng_aligned_eng0411,1
s2_1_eng_aligned_eng0413,2
s2_1_eng_aligned_eng0425,1
s2_1_eng_aligned_eng0430,1
s2_1_eng_aligned_eng0431,3
s2_2_eng_aligned_eng0002,1
s2_2_eng_aligned_eng0005,1
s2_2_eng_aligned_eng0010,2
s2_2_eng_aligned_eng0011,1
s2_2_eng_aligned_eng0012,1
